departement;nom;commune;nom_reel;code_postal;num_INSEE;longitude;latitude
14;LA HOGUETTE;la hoguette;La Hoguette;14700;14332;-0.166667;48.8833
14;BALLEROY;balleroy;Balleroy;14490;14035;-0.833333;49.1833
14;POTIGNY;potigny;Potigny;14420;14516;-0.233333;48.9667
14;PLUMETOT;plumetot;Plumetot;14440;14509;-0.35;49.2833
14;PRESLES;presles;Presles;14410;14521;-0.783333;48.8833
14;VAUDELOGES;vaudeloges;Vaudeloges;14170;14729;-0.00555556;48.95
14;BEAUMAIS;beaumais;Beaumais;14620;14053;-0.083333;48.9
14;SAINT-JULIEN-SUR-CALONNE;saint julien sur calonne;Saint-Julien-sur-Calonne;14130;14601;0.233333;49.2833
14;CONDE-SUR-IFS;conde sur ifs;Condé-sur-Ifs;14270;14173;-0.116667;49.05
14;CARVILLE;carville;Carville;14350;14139;-0.866667;48.9333
14;CAEN;caen;Caen;14000;14118;-0.35;49.1833
14;TOURGEVILLE;tourgeville;Tourgéville;14800;14701;0.066667;49.3167
14;LE BU-SUR-ROUVRES;le bu sur rouvres;Le Bû-sur-Rouvres;14190;14116;-0.183333;49.0333
14;MEUVAINES;meuvaines;Meuvaines;14960;14430;-0.566667;49.3333
14;SAINT-CYR-DU-RONCERAY;saint cyr du ronceray;Saint-Cyr-du-Ronceray;14290;14570;0.3;49.05
14;SAINT-JEAN-LE-BLANC;saint jean le blanc;Saint-Jean-le-Blanc;14770;14597;-0.65;48.9333
14;HAMARS;hamars;Hamars;14220;14324;-0.55;49
14;AUBIGNY;aubigny;Aubigny;14700;14025;-0.216667;48.9167
14;AUTHIE;authie;Authie;14280;14030;-0.433333;49.2
14;CANCHY;canchy;Canchy;14230;14132;-0.983333;49.3333
14;PONT-D'OUILLY;pont d ouilly;Pont-d'Ouilly;14690;14764;-0.408611;48.8739
14;EPRON;epron;Épron;14610;14242;-0.366667;49.2167
14;ONDEFONTAINE;ondefontaine;Ondefontaine;14260;14477;-0.683333;49
14;AIGNERVILLE;aignerville;Aignerville;14710;14004;-0.916667;49.3167
14;GEFOSSE-FONTENAY;gefosse fontenay;Géfosse-Fontenay;14230;14298;-1.08333;49.3667
14;CAGNY;cagny;Cagny;14630;14119;-0.25;49.15
14;FIERVILLE-BRAY;fierville bray;Fierville-Bray;14190;14268;-0.181944;49.0698
14;GLANVILLE;glanville;Glanville;14950;14302;0.066667;49.2833
14;AUNAY-SUR-ODON;aunay sur odon;Aunay-sur-Odon;14260;14027;-0.633333;49.0167
14;GRAYE-SUR-MER;graye sur mer;Graye-sur-Mer;14470;14318;-0.466667;49.3333
14;LES ISLES-BARDEL;les isles bardel;Isles-Bardel;14690;14343;-0.333333;48.85
14;PERTHEVILLE-NERS;pertheville ners;Pertheville-Ners;14700;14498;-0.116667;48.8667
14;DIVES-SUR-MER;dives sur mer;Dives-sur-Mer;14160;14225;-0.1;49.2833
14;CURCY-SUR-ORNE;curcy sur orne;Curcy-sur-Orne;14220;14213;-0.516667;49.0167
14;COLOMBIERES;colombieres;Colombières;14710;14168;-0.983333;49.3
14;ETREHAM;etreham;Étréham;14400;14256;-0.8;49.3167
14;ESPINS;espins;Espins;14220;14248;-0.416667;49
14;SAINT-MARTIN-DE-BIENFAITE-LA-CRESSONNIERE;saint martin de bienfaite la cressonniere;Saint-Martin-de-Bienfaite-la-Cressonnière;14290;14621;0.362222;49.0453
14;MAGNY-EN-BESSIN;magny en bessin;Magny-en-Bessin;14400;14385;-0.666667;49.3
14;VAUX-SUR-AURE;vaux sur aure;Vaux-sur-Aure;14400;14732;-0.7;49.3
14;SAINT-PHILBERT-DES-CHAMPS;saint philbert des champs;Saint-Philbert-des-Champs;14130;14644;0.282778;49.2087
14;TRACY-SUR-MER;tracy sur mer;Tracy-sur-Mer;14117;14709;-0.65;49.3333
14;SALLENELLES;sallenelles;Sallenelles;14121;14665;-0.233333;49.2667
14;ROTS;rots;Rots;14980;14543;-0.466667;49.2167
14;LANTHEUIL;lantheuil;Lantheuil;14480;14355;-0.516667;49.2667
14;PRETREVILLE;pretreville;Prêtreville;14140;14522;0.25;49.0833
14;LE MESNIL-AU-GRAIN;le mesnil au grain;Le Mesnil-au-Grain;14260;14412;-0.6;49.05
14;CESNY-AUX-VIGNES;cesny aux vignes;Cesny-aux-Vignes;14270;14149;-0.120278;49.0895
14;MANERBE;manerbe;Manerbe;14340;14398;0.183333;49.1833
14;LA HOUBLONNIERE;la houblonniere;La Houblonnière;14340;14337;0.1;49.1333
14;PORT-EN-BESSIN-HUPPAIN;port en bessin huppain;Port-en-Bessin-Huppain;14520;14515;-0.75;49.35
14;TILLY-LA-CAMPAGNE;tilly la campagne;Tilly-la-Campagne;14540;14691;-0.3;49.1167
14;FUMICHON;fumichon;Fumichon;14590;14293;0.366667;49.1667
14;AMAYE-SUR-ORNE;amaye sur orne;Amayé-sur-Orne;14210;14006;-0.433333;49.0833
14;CAMBES-EN-PLAINE;cambes en plaine;Cambes-en-Plaine;14610;14125;-0.383333;49.2333
14;JORT;jort;Jort;14170;14345;-0.083333;48.9667
14;LA VESPIERE;la vespiere;La Vespière;14290;14740;0.416667;49.0167
14;SAINT-GERMAIN-D'ECTOT;saint germain d ectot;Saint-Germain-d'Ectot;14240;14581;-0.716667;49.1167
14;LOUVIGNY;louvigny;Louvigny;14111;14383;-0.383333;49.1667
14;NOTRE-DAME-D'ESTREES;notre dame d estrees;Notre-Dame-d'Estrées;14340;14474;0.016667;49.15
14;MAISONCELLES-SUR-AJON;maisoncelles sur ajon;Maisoncelles-sur-Ajon;14210;14390;-0.533333;49.05
14;L'HOTELLERIE;l hotellerie;L'Hôtellerie;14100;14334;0.4;49.1333
14;DAMPIERRE;dampierre;Dampierre;14350;14217;-0.866667;49.05
14;VILLERS-SUR-MER;villers sur mer;Villers-sur-Mer;14640;14754;-0.00638889;49.3167
14;LA CHAPELLE-ENGERBOLD;la chapelle engerbold;La Chapelle-Engerbold;14770;14152;-0.6;48.9
14;TREPREL;treprel;Tréprel;14690;14710;-0.35;48.9
14;MALLOUE;malloue;Malloué;14350;14395;-0.966667;48.9333
14;CROISSANVILLE;croissanville;Croissanville;14370;14208;-0.1;49.1167
14;LE MESNIL-DURAND;le mesnil durand;Le Mesnil-Durand;14140;14418;0.133333;49.05
14;ASNELLES;asnelles;Asnelles;14960;14022;-0.583333;49.3333
14;SAINT-MARTIN-DE-MIEUX;saint martin de mieux;Saint-Martin-de-Mieux;14700;14627;-0.233333;48.8667
14;MUTRECY;mutrecy;Mutrécy;14220;14461;-0.416667;49.0667
14;BONNEBOSQ;bonnebosq;Bonnebosq;14340;14083;0.083333;49.2
14;SAINT-AUBIN-D'ARQUENAY;saint aubin d arquenay;Saint-Aubin-d'Arquenay;14970;14558;-0.283333;49.2667
14;CARTIGNY-L'EPINAY;cartigny l epinay;Cartigny-l'Épinay;14330;14138;-1;49.2333
14;NOROLLES;norolles;Norolles;14100;14466;0.25;49.2
14;MAROLLES;marolles;Marolles;14100;14403;0.366667;49.1333
14;CROUAY;crouay;Crouay;14400;14209;-0.8;49.2667
14;FRESNE-LA-MERE;fresne la mere;Fresné-la-Mère;14700;14289;-0.116667;48.9
14;DANESTAL;danestal;Danestal;14430;14218;0.016667;49.25
14;FOURCHES;fourches;Fourches;14620;14283;-0.083333;48.8667
14;CLEVILLE;cleville;Cléville;14370;14163;-0.1;49.15
14;LONGUEVILLE;longueville;Longueville;14230;14378;-0.96;49.34
14;SAINT-OMER;saint omer;Saint-Omer;14220;14635;-0.433333;48.9167
14;CRESSERONS;cresserons;Cresserons;14440;14197;-0.35;49.2833
14;SAINT-OUEN-LE-PIN;saint ouen le pin;Saint-Ouen-le-Pin;14340;14639;0.116667;49.15
14;MERVILLE-FRANCEVILLE-PLAGE;merville franceville plage;Merville-Franceville-Plage;14810;14409;-0.203333;49.2781
14;MONTVIETTE;montviette;Montviette;14140;14450;0.1;49
14;AMAYE-SUR-SEULLES;amaye sur seulles;Amayé-sur-Seulles;14310;14007;-0.716667;49.0833
14;HEURTEVENT;heurtevent;Heurtevent;14140;14330;0.133333;48.9833
14;FAUGUERNON;fauguernon;Fauguernon;14100;14260;0.266667;49.1833
14;CANTELOUP;canteloup;Canteloup;14370;14134;-0.133333;49.1333
14;BRETTEVILLE-SUR-LAIZE;bretteville sur laize;Bretteville-sur-Laize;14680;14100;-0.333333;49.05
14;SAINT-GERMAIN-DE-LIVET;saint germain de livet;Saint-Germain-de-Livet;14100;14582;0.216667;49.0833
14;LE TORQUESNE;le torquesne;Le Torquesne;14130;14694;0.166667;49.2167
14;MONTFIQUET;montfiquet;Montfiquet;14490;14445;-0.9;49.1667
14;NORON-L'ABBAYE;noron l abbaye;Noron-l'Abbaye;14700;14467;-0.25;48.9
14;DANVOU-LA-FERRIERE;danvou la ferriere;Danvou-la-Ferrière;14770;14219;-0.673056;48.9548
14;SAINT-LOUET-SUR-SEULLES;saint louet sur seulles;Saint-Louet-sur-Seulles;14310;14607;-0.666667;49.1
14;SAINT-MARTIN-DE-SALLEN;saint martin de sallen;Saint-Martin-de-Sallen;14220;14628;-0.516667;48.9667
14;VENDEUVRE;vendeuvre;Vendeuvre;14170;14735;-0.083333;48.9833
14;BONNEMAISON;bonnemaison;Bonnemaison;14260;14084;-0.583333;49.0167
14;LE PLESSIS-GRIMOULT;le plessis grimoult;Le Plessis-Grimoult;14770;14508;-0.616667;48.9667
14;VIEUX-PONT-EN-AUGE;vieux pont en auge;Vieux-Pont-en-Auge;14140;14750;0.0522222;49.0367
14;VICQUES;vicques;Vicques;14170;14742;-0.083333;48.95
14;HONFLEUR;honfleur;Honfleur;14600;14333;0.233333;49.4167
14;SECQUEVILLE-EN-BESSIN;secqueville en bessin;Secqueville-en-Bessin;14740;14670;-0.516667;49.2333
14;LA CHAPELLE-HAUTE-GRUE;la chapelle haute grue;La Chapelle-Haute-Grue;14140;14153;0.15;48.9667
14;DOZULE;dozule;Dozulé;14430;14229;-0.05;49.2333
14;BRANVILLE;branville;Branville;14430;14093;0.033333;49.2667
14;SAINT-PAIR;saint pair;Saint-Pair;14670;14640;-0.183333;49.1667
14;LE BREVEDENT;le brevedent;Le Brévedent;14130;14104;0.3;49.2333
14;OUILLY-DU-HOULEY;ouilly du houley;Ouilly-du-Houley;14590;14484;0.333333;49.1667
14;SAINT-GERMAIN-LANGOT;saint germain langot;Saint-Germain-Langot;14700;14588;-0.316667;48.9167
14;VILLERS-CANIVET;villers canivet;Villers-Canivet;14420;14753;-0.25;48.9333
14;TREVIERES;trevieres;Trévières;14710;14711;-0.9;49.3167
14;BILLY;billy;Billy;14370;14074;-0.2;49.0833
14;FOURNEVILLE;fourneville;Fourneville;14600;14286;0.233333;49.35
14;LE MESNIL-EUDES;le mesnil eudes;Le Mesnil-Eudes;14100;14419;0.183333;49.1
14;SAINT-GEORGES-D'AUNAY;saint georges d aunay;Saint-Georges-d'Aunay;14260;14579;-0.683333;49.0333
14;JURQUES;jurques;Jurques;14260;14347;-0.75;49.0167
14;SAINT-MARTIN-AUX-CHARTRAINS;saint martin aux chartrains;Saint-Martin-aux-Chartrains;14130;14620;0.15;49.3167
14;LE MESNIL-BENOIST;le mesnil benoist;Le Mesnil-Benoist;14380;14415;-0.983333;48.8667
14;BEAUMESNIL;beaumesnil;Beaumesnil;14380;14054;-0.983333;48.9
14;CHICHEBOVILLE;chicheboville;Chicheboville;14370;14158;-0.216667;49.1167
14;BEAULIEU;beaulieu;Beaulieu;14350;14052;-0.82;48.9095
14;BEUVILLERS;beuvillers;Beuvillers;14100;14069;0.25;49.1333
14;ERAINES;eraines;Eraines;14700;14244;-0.166667;48.9
14;TOUFFREVILLE;touffreville;Touffréville;14940;14698;-0.216667;49.1833
14;SEPT-VENTS;sept vents;Sept-Vents;14240;14672;-0.816667;49.0833
14;BOURGUEBUS;bourguebus;Bourguébus;14540;14092;-0.3;49.1167
14;SAINT-JULIEN-DE-MAILLOC;saint julien de mailloc;Saint-Julien-de-Mailloc;14290;14599;0.333333;49.0833
14;COURSEULLES-SUR-MER;courseulles sur mer;Courseulles-sur-Mer;14470;14191;-0.45;49.3333
14;LE PIN;le pin;Le Pin;14590;14504;0.333333;49.2167
14;VILLY-BOCAGE;villy bocage;Villy-Bocage;14310;14760;-0.633333;49.1
14;SAINT-MARTIN-DES-ENTREES;saint martin des entrees;Saint-Martin-des-Entrées;14400;14630;-0.666667;49.2667
14;CHAMP-DU-BOULT;champ du boult;Champ-du-Boult;14380;14151;-1;48.8
14;SAINT-AGNAN-LE-MALHERBE;saint agnan le malherbe;Saint-Agnan-le-Malherbe;14260;14553;-0.583333;49.05
14;SAINT-PIERRE-SUR-DIVES;saint pierre sur dives;Saint-Pierre-sur-Dives;14170;14654;-0.033333;49.0167
14;COULOMBS;coulombs;Coulombs;14480;14186;-0.566667;49.25
14;LOUCELLES;loucelles;Loucelles;14250;14380;-0.583333;49.2167
14;PUTOT-EN-AUGE;putot en auge;Putot-en-Auge;14430;14524;-0.066667;49.2167
14;SAINT-DENIS-MAISONCELLES;saint denis maisoncelles;Saint-Denis-Maisoncelles;14350;14573;-0.85;48.9833
14;GERROTS;gerrots;Gerrots;14430;14300;-0.005;49.2
14;LE MESNIL-GUILLAUME;le mesnil guillaume;Le Mesnil-Guillaume;14100;14421;0.3;49.1
14;VIGNATS;vignats;Vignats;14700;14751;-0.1;48.85
14;TOUQUES;touques;Touques;14800;14699;0.1;49.3333
14;COURSON;courson;Courson;14380;14192;-1.08333;48.85
14;LE LOCHEUR;le locheur;Le Locheur;14210;14373;-0.55;49.1
14;CAHAGNES;cahagnes;Cahagnes;14240;14120;-0.766667;49.0667
14;MANVIEUX;manvieux;Manvieux;14117;14401;-0.65;49.3333
14;LES AUTHIEUX-PAPION;les authieux papion;Authieux-Papion;14140;14031;0.05;49.0667
14;SAINT-JEAN-DE-LIVET;saint jean de livet;Saint-Jean-de-Livet;14100;14595;0.233333;49.0833
14;EPINAY-SUR-ODON;epinay sur odon;Épinay-sur-Odon;14310;14241;-0.616667;49.0833
14;BLANGY-LE-CHATEAU;blangy le chateau;Blangy-le-Château;14130;14077;0.283333;49.2333
14;TILLY-SUR-SEULLES;tilly sur seulles;Tilly-sur-Seulles;14250;14692;-0.616667;49.1833
14;GOUVIX;gouvix;Gouvix;14680;14309;-0.3;49.0333
14;CAMPAGNOLLES;campagnolles;Campagnolles;14500;14127;-0.916667;48.8833
14;ESCOVILLE;escoville;Escoville;14850;14246;-0.25;49.2167
14;CRISTOT;cristot;Cristot;14250;14205;-0.583333;49.2
14;ARROMANCHES-LES-BAINS;arromanches les bains;Arromanches-les-Bains;14117;14021;-0.616667;49.3333
14;ACQUEVILLE;acqueville;Acqueville;14220;14002;-0.366667;48.9717
14;SAINT-LEGER-DUBOSQ;saint leger dubosq;Saint-Léger-Dubosq;14430;14606;-0.033333;49.2333
14;SAINT-CHARLES-DE-PERCY;saint charles de percy;Saint-Charles-de-Percy;14350;14564;-0.783333;48.9333
14;COTTUN;cottun;Cottun;14400;14184;-0.783333;49.2667
14;MERY-CORBON;mery corbon;Méry-Corbon;14370;14410;-0.083333;49.1333
14;TRUTTEMER-LE-PETIT;truttemer le petit;Truttemer-le-Petit;14500;14718;-0.816667;48.7667
14;DUCY-SAINTE-MARGUERITE;ducy sainte marguerite;Ducy-Sainte-Marguerite;14250;14232;-0.616667;49.2167
14;CLECY;clecy;Clécy;14570;14162;-0.483333;48.9167
14;SAINT-MARTIN-DES-BESACES;saint martin des besaces;Saint-Martin-des-Besaces;14350;14629;-0.85;49.0167
14;LE MANOIR;le manoir;Le Manoir;14400;14400;-0.6;49.2833
14;TORDOUET;tordouet;Tordouet;14290;14693;0.333333;49.05
14;SAINT-PIERRE-DU-FRESNE;saint pierre du fresne;Saint-Pierre-du-Fresne;14260;14650;-0.75;49.0333
14;EMIEVILLE;emieville;Émiéville;14630;14237;-0.216667;49.15
14;DAMBLAINVILLE;damblainville;Damblainville;14620;14216;-0.116667;48.9167
14;CROISILLES;croisilles;Croisilles;14220;14207;-0.45;49
14;LA RIVIERE-SAINT-SAUVEUR;la riviere saint sauveur;La Rivière-Saint-Sauveur;14600;14536;0.266667;49.4167
14;JANVILLE;janville;Janville;14670;14344;-0.15;49.1667
14;HOTOT-EN-AUGE;hotot en auge;Hotot-en-Auge;14430;14335;-0.05;49.1667
14;MOUEN;mouen;Mouen;14790;14454;-0.483333;49.15
14;LA CAMBE;la cambe;La Cambe;14230;14124;-1;49.35
14;LANDELLES-ET-COUPIGNY;landelles et coupigny;Landelles-et-Coupigny;14380;14352;-1;48.8833
14;VILLY-LEZ-FALAISE;villy lez falaise;Villy-lez-Falaise;14700;14759;-0.136667;48.8973
14;SAINTE-MARGUERITE-DE-VIETTE;sainte marguerite de viette;Sainte-Marguerite-de-Viette;14140;14616;0.083333;49.0167
14;FONTAINE-LE-PIN;fontaine le pin;Fontaine-le-Pin;14190;14276;-0.283333;48.9667
14;DEMOUVILLE;demouville;Démouville;14840;14221;-0.266667;49.1833
14;LASSY;lassy;Lassy;14770;14357;-0.666667;48.9167
14;THURY-HARCOURT;thury harcourt;Thury-Harcourt;14220;14689;-0.483333;48.9833
14;CRESSEVEUILLE;cresseveuille;Cresseveuille;14430;14198;0.033333;49.2333
14;GRANDCAMP-MAISY;grandcamp maisy;Grandcamp-Maisy;14450;14312;0.95889;49.3876
14;VIESSOIX;viessoix;Viessoix;14410;14746;-0.8;48.8333
14;BERNIERES-D'AILLY;bernieres d ailly;Bernières-d'Ailly;14170;14064;-0.083333;48.9667
14;POUSSY-LA-CAMPAGNE;poussy la campagne;Poussy-la-Campagne;14540;14517;-0.216667;49.0833
14;BARNEVILLE-LA-BERTRAN;barneville la bertran;Barneville-la-Bertran;14600;14041;0.187778;49.3887
14;LECAUDE;lecaude;Lécaude;14140;14359;0.083333;49.1
14;COURTONNE-LA-MEURDRAC;courtonne la meurdrac;Courtonne-la-Meurdrac;14100;14193;0.316667;49.1167
14;RUSSY;russy;Russy;14710;14551;-0.816667;49.3333
14;HOTTOT-LES-BAGUES;hottot les bagues;Hottot-les-Bagues;14250;14336;-0.65;49.15
14;SAINT-PIERRE-DU-JONQUET;saint pierre du jonquet;Saint-Pierre-du-Jonquet;14670;14651;-0.116667;49.1667
14;SAINT-OUEN-LE-HOUX;saint ouen le houx;Saint-Ouen-le-Houx;14140;14638;0.183333;48.9833
14;MANNEVILLE-LA-PIPARD;manneville la pipard;Manneville-la-Pipard;14130;14399;0.216667;49.2667
14;REVIERS;reviers;Reviers;14470;14535;-0.466667;49.3
14;ETERVILLE;eterville;Éterville;14930;14254;-0.433333;49.15
14;BERNIERES-LE-PATRY;bernieres le patry;Bernières-le-Patry;14410;14065;-0.733333;48.8167
14;VASSY;vassy;Vassy;14410;14726;-0.666667;48.85
14;VIMONT;vimont;Vimont;14370;14761;-0.2;49.1167
14;TROUVILLE-SUR-MER;trouville sur mer;Trouville-sur-Mer;14360;14715;0.083333;49.3667
14;CUSSY;cussy;Cussy;14400;14214;-0.766667;49.2833
14;MESLAY;meslay;Meslay;14220;14411;-0.4;48.9667
14;FORMIGNY;formigny;Formigny;14710;14281;-0.9;49.3333
14;URVILLE;urville;Urville;14190;14719;-0.3;49.0333
14;LION-SUR-MER;lion sur mer;Lion-sur-Mer;14780;14365;-0.316667;49.3
14;LONGUES-SUR-MER;longues sur mer;Longues-sur-Mer;14400;14377;-0.7;49.3333
14;MOYAUX;moyaux;Moyaux;14590;14460;0.35;49.2
14;LA CAINE;la caine;La Caine;14210;14122;-0.516667;49.0333
14;SAINT-GABRIEL-BRECY;saint gabriel brecy;Saint-Gabriel-Brécy;14480;14577;-0.565278;49.2778
14;BURES-LES-MONTS;bures les monts;Bures-les-Monts;14350;14115;-0.966667;48.95
14;LE TRONQUAY;le tronquay;Le Tronquay;14490;14714;-0.816667;49.2333
15;CHAUDES-AIGUES;chaudes aigues;Chaudes-Aigues;15110;15045;3;44.85
15;NAUCELLES;naucelles;Naucelles;15000;15140;2.43333;44.95
15;CEZENS;cezens;Cézens;15230;15033;2.86667;44.9833
15;LIEUTADES;lieutades;Lieutadès;15110;15106;2.9;44.8333
15;CHAMPAGNAC;champagnac;Champagnac;15350;15037;2.4;45.35
15;LACAPELLE-VIESCAMP;lacapelle viescamp;Lacapelle-Viescamp;15150;15088;2.26667;44.9167
15;VIEILLEVIE;vieillevie;Vieillevie;15120;15260;2.43333;44.6333
15;CELLES;celles;Celles;15170;15031;2.96667;45.1167
15;PAULHENC;paulhenc;Paulhenc;15230;15149;2.83333;44.8667
15;FONTANGES;fontanges;Fontanges;15140;15070;2.51667;45.1167
15;COLLANDRES;collandres;Collandres;15400;15052;2.66667;45.25
15;LA MONSELIE;la monselie;La Monselie;15240;15128;2.55;45.3333
15;SAINT-BONNET-DE-CONDAT;saint bonnet de condat;Saint-Bonnet-de-Condat;15190;15173;2.8;45.3
15;SAINT-PAUL-DE-SALERS;saint paul de salers;Saint-Paul-de-Salers;15140;15205;2.51667;45.1333
15;TALIZAT;talizat;Talizat;15170;15231;3.05;45.1167
15;ANGLARDS-DE-SALERS;anglards de salers;Anglards-de-Salers;15380;15006;2.45;45.2167
15;CHAMPS-SUR-TARENTAINE-MARCHAL;champs sur tarentaine marchal;Champs-sur-Tarentaine-Marchal;15270;15038;2.56084;45.3959
15;SAINTE-ANASTASIE;sainte anastasie;Sainte-Anastasie;15170;15171;2.98333;45.1667
15;FREIX-ANGLARDS;freix anglards;Freix-Anglards;15310;15072;2.38611;45.0214
15;VALJOUZE;valjouze;Valjouze;15170;15247;3.06667;45.1667
15;PIERREFORT;pierrefort;Pierrefort;15230;15152;2.83333;44.9167
15;APCHON;apchon;Apchon;15400;15009;2.7;45.2667
15;AURILLAC;aurillac;Aurillac;15000;15014;2.45;44.9167
15;SAINT-BONNET-DE-SALERS;saint bonnet de salers;Saint-Bonnet-de-Salers;15140;15174;2.46667;45.1667
15;SAINT-PROJET-DE-SALERS;saint projet de salers;Saint-Projet-de-Salers;15140;15208;2.53333;45.0833
15;MADIC;madic;Madic;15210;15111;2.46667;45.3833
15;MONTCHAMP;montchamp;Montchamp;15100;15130;3.2;45.0667
15;CHARMENSAC;charmensac;Charmensac;15500;15043;3.08333;45.2167
15;SAINT-MARTIN-SOUS-VIGOUROUX;saint martin sous vigouroux;Saint-Martin-sous-Vigouroux;15230;15201;2.81667;44.9167
15;SAINT-PONCY;saint poncy;Saint-Poncy;15500;15207;3.18333;45.1667
15;VITRAC;vitrac;Vitrac;15220;15264;2.31472;44.8153
15;LA CHAPELLE-D'ALAGNON;la chapelle d alagnon;La Chapelle-d'Alagnon;15300;15041;2.9;45.1
15;CONDAT;condat;Condat;15190;15054;2.75667;45.3409
15;LE TRIOULOU;le trioulou;Le Trioulou;15600;15242;2.18333;44.6667
15;PRADIERS;pradiers;Pradiers;15160;15155;2.93333;45.2667
15;SAINT-CIRGUES-DE-MALBERT;saint cirgues de malbert;Saint-Cirgues-de-Malbert;15140;15179;2.38333;45.0667
15;SAINT-PAUL-DES-LANDES;saint paul des landes;Saint-Paul-des-Landes;15250;15204;2.31667;44.9333
15;LE ROUGET;le rouget;Le Rouget;15290;15268;2.23333;44.85
15;SIRAN;siran;Siran;15150;15228;2.13333;44.95
15;SAINT-MARTIN-VALMEROUX;saint martin valmeroux;Saint-Martin-Valmeroux;15140;15202;2.41667;45.1167
15;PEYRUSSE;peyrusse;Peyrusse;15170;15151;3.03333;45.2
15;JALEYRAC;jaleyrac;Jaleyrac;15200;15079;2.38333;45.2667
15;ANTIGNAC;antignac;Antignac;15240;15008;2.55;45.3667
15;SAINT-VICTOR;saint victor;Saint-Victor;15150;15217;2.28778;45.01
15;SAINT-CHAMANT;saint chamant;Saint-Chamant;15140;15176;2.45;45.0833
15;CUSSAC;cussac;Cussac;15430;15059;2.93333;44.9833
15;JOURSAC;joursac;Joursac;15170;15080;3.00556;45.142
15;DEUX-VERGES;deux verges;Deux-Verges;15110;15060;3.03333;44.8
15;ESCORAILLES;escorailles;Escorailles;15700;15064;2.33333;45.1667
15;ROUFFIAC;rouffiac;Rouffiac;15150;15165;2.15;45.0167
15;BESSE;besse;Besse;15140;15269;2.35;45.1
15;SAINTE-EULALIE;sainte eulalie;Sainte-Eulalie;15140;15186;2.38333;45.1167
15;LA CHAPELLE-LAURENT;la chapelle laurent;La Chapelle-Laurent;15500;15042;3.24361;45.1778
15;CLAVIERES;clavieres;Clavières;15320;15051;2.43333;45.25
15;CHEYLADE;cheylade;Cheylade;15400;15049;2.73333;45.2333
15;SAINT-MARTIAL;saint martial;Saint-Martial;15110;15199;3.06667;44.8667
15;SAINT-ETIENNE-CANTALES;saint etienne cantales;Saint-Étienne-Cantalès;15150;15182;2.23333;44.95
15;MANDAILLES-SAINT-JULIEN;mandailles saint julien;Mandailles-Saint-Julien;15590;15113;2.65639;45.0687
15;SAINT-VINCENT-DE-SALERS;saint vincent de salers;Saint-Vincent-de-Salers;15380;15218;2.53167;45.2031
15;NARNHAC;narnhac;Narnhac;15230;15139;2.8;44.9167
15;SAINT-ETIENNE-DE-CARLAT;saint etienne de carlat;Saint-Étienne-de-Carlat;15130;15183;2.58333;44.9
15;VEYRIERES;veyrieres;Veyrières;15350;15254;2.38333;45.3333
15;FOURNOULES;fournoules;Fournoulès;15600;15071;2.28333;44.6667
15;SAINT-ILLIDE;saint illide;Saint-Illide;15310;15191;2.31667;45.0667
15;ARNAC;arnac;Arnac;15150;15011;2.23333;45.05
15;TOURNEMIRE;tournemire;Tournemire;15310;15238;2.41667;45.05
15;GLENAT;glenat;Glénat;15150;15076;2.18333;44.9
15;LANDEYRAT;landeyrat;Landeyrat;15160;15091;2.88333;45.3
15;CHASTEL-SUR-MURAT;chastel sur murat;Chastel-sur-Murat;15300;15044;2.86667;45.1167
15;SAINT-CERNIN;saint cernin;Saint-Cernin;15310;15175;2.43333;45.05
15;FAVEROLLES;faverolles;Faverolles;15390;15068;3.16667;44.9333
15;VEZE;veze;Vèze;15160;15256;3;45.2667
15;VEZAC;vezac;Vézac;15130;15255;2.51945;44.8931
15;DIENNE;dienne;Dienne;15300;15061;2.78333;45.1667
15;LEUCAMP;leucamp;Leucamp;15120;15103;2.53333;44.7667
15;VERNOLS;vernols;Vernols;15160;15253;2.9;45.2333
15;SAINT-FLOUR;saint flour;Saint-Flour;15100;15187;3.09278;45.0337
15;SALINS;salins;Salins;15200;15220;2.4;45.2
15;CROS-DE-MONTVERT;cros de montvert;Cros-de-Montvert;15150;15057;2.15;45.0667
15;CHAUSSENAC;chaussenac;Chaussenac;15700;15046;2.28333;45.1833
15;SOURNIAC;sourniac;Sourniac;15200;15230;2.35;45.2833
15;ROANNES-SAINT-MARY;roannes saint mary;Roannes-Saint-Mary;15220;15163;2.4;44.85
15;ALLANCHE;allanche;Allanche;15160;15001;2.93333;45.2333
15;LASCELLE;lascelle;Lascelle;15590;15096;2.58333;45.0167
15;AYRENS;ayrens;Ayrens;15250;15016;2.33333;44.9833
15;TREMOUILLE;tremouille;Trémouille;15270;15240;2.68333;45.3833
15;PAULHAC;paulhac;Paulhac;15430;15148;2.90417;45.0064
15;NEUSSARGUES-MOISSAC;neussargues moissac;Neussargues-Moissac;15170;15141;2.98333;45.1333
15;FERRIERES-SAINT-MARY;ferrieres saint mary;Ferrières-Saint-Mary;15170;15069;3.06667;45.1833
15;RUYNES-EN-MARGERIDE;ruynes en margeride;Ruynes-en-Margeride;15320;15168;3.22334;45.002
