"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"La Bree_13/08/2014_AP_S02407";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_AP_S02408";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_AP_S02409";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_AP_S02410";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02411";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02412";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02413";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02414";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02415";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02416";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02417";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02418";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02419";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02420";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02421";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02422";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02423";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02424";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02425";;;;;;;;"Oui";;;"Oui";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02426";;;;;;;;"Oui";;;"Oui";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02427";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02428";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_13/08/2014_JBB_S02429";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"La Bree_01/07/2015_SO_S02441";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_SO_S02442";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_SO_S02443";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_SO_S02444";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"La Bree_01/07/2015_SO_S02445";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_SO_S02446";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_SO_S02447";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_SO_S02448";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_LL_S02449";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_LL_S02450";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_LL_S02451";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_01/07/2015_LL_S02452";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02453";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02454";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02455";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02456";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02457";;;;;;;;"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;;;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02458";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02459";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02460";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02461";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/07/2015_JBB_S02462";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_05/08/2015_SO_S02463";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_05/08/2015_SO_S02464";;;;;;;;"Oui";"Réglette à visuels (Type Vivarmor)";;;;;;;;;;;;;"";
"La Bree_05/08/2015_SO_S02465";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_05/08/2015_SO_S02466";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_05/08/2015_SO_S02467";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_05/08/2015_SO_S02468";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_05/08/2015_JS_S02469";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_05/08/2015_JS_S02470";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_05/08/2015_JS_S02471";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02533";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02534";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02535";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02536";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02537";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02538";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02539";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02540";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02541";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_ZG_S02542";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_22/08/2016_ZG_S02543";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"La Bree_22/08/2016_ZG_S02544";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_22/07/2016_MC_S02546";;;;;;;;"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;"Oui";;;;;;;;;;;"";
"La Bree_22/07/2016_MC_S02547";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"La Bree_22/07/2016_MC_S02548";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_22/07/2016_MC_S02549";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_22/07/2016_JBB_S02550";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_22/07/2016_JBB_S02551";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_22/07/2016_JBB_S02552";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_22/07/2016_JBB_S02553";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02554";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02555";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02556";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02557";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02558";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02559";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02560";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02561";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02562";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02563";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02564";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02565";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02566";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02567";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_17/08/2016_HA_S02568";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02569";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02570";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02571";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02572";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02573";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02574";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02575";;;;;;;;"Oui";"Réglette à visuels (Type Vivarmor)";;"Oui";;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02576";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02577";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02578";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02579";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02580";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02581";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02582";;;;;;;;"Non";;;;;;;;;;;;;;"";
"La Bree_19/08/2016_SO_S02583";;;;;;;;"Oui";"Réglette à visuels (Type Vivarmor)";;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_13/07/2014_JBB_S02627";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_13/07/2014_JBB_S02628";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_13/07/2014_JBB_S02629";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_13/07/2014_JBB_S02630";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_13/07/2014_JBB_S02631";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_13/07/2014_JBB_S02632";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_13/07/2014_JBB_S02633";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_13/07/2014_JBB_S02634";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_04/07/2015_JBB_S02709";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_04/07/2015_JBB_S02710";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_04/07/2015_JBB_S02711";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_04/07/2015_JBB_S02712";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02713";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02714";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02715";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02716";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02717";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02718";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02719";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02720";;;;;;;;"Oui";"Artisanal";;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02721";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02722";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_18/07/2015_JBB_S02723";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02724";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02725";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02726";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02727";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02728";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02729";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02730";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02731";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02732";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02733";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02734";;;;;;;;"Oui";"Artisanal";;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02735";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02736";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02737";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_SO_S02738";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02739";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02740";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02741";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02742";;;;;;;;"Oui";"Réglette à visuels (Type Vivarmor)";;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02743";;;;;;;;"Oui";"Réglette à visuels (Type Vivarmor)";;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02744";;;;;;;;"Oui";"Réglette à visuels (Type Vivarmor)";;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02745";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02746";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02747";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02748";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02749";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02750";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02751";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02752";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02753";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02754";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02755";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02756";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02757";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02758";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02759";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02760";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02761";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02762";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02763";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02764";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_31/08/2015_JBB_S02765";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02796";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02797";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02798";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02799";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02800";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02801";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02802";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02803";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02804";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02805";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02806";;;;;;;;"Oui";"Pied à coulisse FNPPSF";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02807";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_21/07/2016_AP_S02808";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02809";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02810";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02811";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02812";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02813";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02814";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02815";;;;;;;;"Oui";"Pied à coulisse FNPPSF";;"Non";;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02816";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02817";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02818";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02819";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02820";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02821";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02822";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02823";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02824";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02825";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/07/2016_HA_S02826";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_JBB_S02827";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_JBB_S02828";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_JBB_S02829";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_JBB_S02830";;;;;;;;"Oui";"Reglette LIFE";;"Oui";;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_JBB_S02831";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_JBB_S02832";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_JBB_S02833";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_JBB_S02834";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_HA_S02835";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_HA_S02836";;;;;;;;"Oui";"Anatomique (phalange, largeur de paume, pouce…)";;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_HA_S02837";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_HA_S02838";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_19/08/2016_HA_S02839";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02840";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02841";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02842";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02843";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02844";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02845";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02846";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02847";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02848";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Perre d_Antiochat_22/08/2016_HA_S02849";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02873";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02874";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02875";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02876";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02877";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02878";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02879";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02880";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02881";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02882";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02883";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02884";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02885";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02886";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02887";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02888";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02889";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02890";;;;;;;;"Oui mais pas aujourd'hui";;;"Oui";;;;;;;;;;;"";
"Gatseau_16/07/2014_NR_S02891";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_AP_S02892";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_AP_S02893";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_AP_S02894";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_AP_S02895";;;;;;;;"Oui mais pas aujourd'hui";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_AP_S02896";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_AP_S02897";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_AP_S02898";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_16/07/2014_AP_S02899";;;;;;;;"Non";;;"Non";;;;;;;;;;;"";
"Gatseau_10/08/2014_AP_S02900";;;;;;;;;;;;;;;;;;;;;;"";
"Gatseau_21/07/2015_AP_S02901";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Gatseau_21/07/2015_AP_S02902";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Gatseau_21/07/2015_AP_S02903";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Gatseau_21/07/2015_AP_S02904";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Gatseau_21/07/2015_AP_S02905";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Gatseau_21/07/2015_AP_S02906";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Gatseau_21/07/2015_AP_S02907";;;;;;;;"Non";;;;;;;;;;;;;;"";
"Gatseau_21/07/2015_AP_S02908";;;;;;;;"Non";;;;;;;;;;;;;;"";
