"Libellé Sortie";"Code Enquète";"Membre Association";"Nom Association";"Espéce maille";"declaration Connaissance";"Taille déclarée";"connaissance réglementation";"Utilisation outil";"Source outil";"Type d'outil";"Outil Conforme";"Espèce quantité";"Connaissance quota";"Quantité déclarée";"Unite";"Reglementation Quantité";"Espèce période";"Connaissance Période";"Périodes Déclarées";"Connaissance Règlementation Période";"Informé Législation";"Source information législation";"Conseils consommation"
"2018-05-16-GONB-SEN-054";"2018-05-16_GONB_01B_363562";;;"Couteaux";"Oui";100;"Réponse correcte";"Non";;;;"Couteaux";"Oui";1;"kg";"Réponse correcte";"Couteaux";"Ne sait pas";;"Ne sait pas";"Oui";"Internet / Applications mobiles";
"2018-08-21-GONB-SEN-001";"2018-08-21_GONB_02B_363572";;;"Etrille";"Oui";6;"Réponse inférieure";"Oui";"Anatomique (phalange, largeur de paume, pouce…)";"Anatomique (phalange, largeur de paume, pouce…)";;"Etrille";"Ne sait pas";;;"Réponse correcte";"Etrille";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-08-13-GONB-SEN-067";"2018-08-13_GONB_02B_363579";"Oui";;"Couteaux";"Ne sait pas";;;"Non";;"Aucun outil";;"Couteaux";"Oui";15;"Nb";"Réponse inférieure";"Couteaux";"Ne sait pas";;"Ne sait pas";"Oui";"Campagne de sensibilisation | Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";
"2018-08-13-GONB-SEN-068";"2018-08-13_GONB_02B_363589";;;"Praire";"Oui";43;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Praire";"Oui";100;"Nb";"Réponse correcte";"Praire";"Pas de période";;"Réponse correcte";"Oui";"Campagne de sensibilisation | Professionnels du tourisme";
"2018-08-13-GONB-SEN-069";"2018-08-13_GONB_02B_363599";;;"Praire";"Oui";5;"Réponse supérieure";"Oui";"Autre type de réglette";"Crible";"Oui";"Praire";"Oui";3;"kg";"Réponse correcte";"Praire";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Culture locale / habitude";
"2018-08-13-GONB-SEN-070";"2018-08-13_GONB_02B_363607";;;"Praire";"Ne sait pas";;;"Non";;;;"Praire";"Ne sait pas";;;"Réponse correcte";"Praire";"Ne sait pas";;"Ne sait pas";;"Médias (journaux, radios, tv)";
"2018-06-14-GONB-SEN-038";"2018-06-14_GONB_02B_363668";;;"Araignée de mer";"Oui";150;"Réponse supérieure";"Non";;;;"Araignée de mer";"Ne sait pas";;;"Réponse correcte";"Araignée de mer";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-06-14-GONB-SEN-040";"2018-06-14_GONB_02B_363675";;;"Bouquet";"Ne sait pas";;;"Non";;;;"Bouquet";"Ne sait pas";;;"Réponse correcte";"Bouquet";"Ne sait pas";;"Ne sait pas";;"Annuaire des marées";
"2018-06-13-GONB-SEN-050";"2018-06-13_GONB_02B_363682";;;"Crevettes";"Ne sait pas";;;"Non";;;;"Crevettes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Crevettes";"Ne sait pas";;"Ne sait pas";"Non";"Aucune";
"2018-06-13-GONB-SEN-051";"2018-06-13_GONB_02B_363689";;;"Etrille";"Oui";80;"Réponse supérieure";"Non";;;;"Etrille";"Pas de quota";;;"Réponse correcte";"Etrille";"Oui";"grosso modo";"Réponse incorrecte";"Oui";"Internet / Applications mobiles";
"2018-04-18-GONB-SEN-018";"2018-04-18_GONB_02B_363697";;;"Praire";"Oui";;;"Oui";"Autre type de réglette";"Commerce";"Oui";"Moules";"Oui";;;"Réponse correcte";;"Ne sait pas";;"Ne sait pas";"Oui";"Internet / Applications mobiles";
"2018-04-18-GONB-SEN-019";"2018-04-18_GONB_02B_363704";;;"Crevettes";"Oui";50;"Réponse correcte";"Oui";"Autre type de réglette";"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Crevettes";"Oui";;;"Réponse correcte";;"Ne sait pas";;"Ne sait pas";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";
"2018-04-27-GONB-SEN-002";"2018-04-27_GONB_02B_363712";;;"Crépidule";"Ne sait pas";;;"Non";;;;"Arénicoles";"Oui";1;"litre";"Réponse incorrecte ou NSP";"Crépidule";"Ne sait pas";;"Ne sait pas";"Oui";"Internet / Applications mobiles";
"2018-08-16-GONB-SEN-029";"2018-08-16_GONB_02B_363719";;;"Couteaux";"Oui";100;"Réponse correcte";"Non";;;;"Couteaux";"Ne sait pas";;;"Réponse correcte";"Couteaux";"Pas de période";;"Réponse correcte";;"Annuaire des marées";
"2018-08-16-GONB-SEN-030";"2018-08-16_GONB_02B_363728";;;"Praire";"Oui";30;"Réponse inférieure";"Non";;;;"Praire";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Praire";"Oui";"Jusqu'au 14 octobre";"Réponse incorrecte";"Oui";"Panneau d'information/affichage";
"2018-07-02-GONB-SEN-004";"2018-07-02_GONB_02C_363736";;;"Crevettes";"Oui";;;"Non";;;;"Crevettes";"Ne sait pas";;;"Réponse correcte";"Crevettes";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …) | Internet / Applications mobiles";
"2018-06-14-GONB-SEN-041";"2018-06-14_GONB_02C_363745";"Non renseigné";;"Palourdes";"Oui";60;"Réponse supérieure";"Oui";"Autre type de réglette";"Mesure graduée (pied à coulisse ou réglet)";"Oui";"Palourdes";"Ne sait pas";;;"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage";
"2018-06-13-GONB-SEN-052";"2018-06-13_GONB_02C_363753";;;"Palourdes";"Oui";45;"Réponse supérieure";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-06-13-GONB-SEN-053";"2018-06-13_GONB_02C_363763";;;"Crevettes";"Oui";25;"Réponse inférieure";"Oui mais pas aujourd'hui";"Autre type de réglette";"Mesure graduée (pied à coulisse ou réglet)";"Non renseigné";"Crevettes";"Pas de quota";;;"Réponse correcte";"Crevettes";"Pas de période";;"Réponse correcte";;"Panneau d'information/affichage";
"2018-08-16-GONB-SEN-031";"2018-08-16_GONB_02C_363769";;;"Couteaux";"Oui";200;"Réponse supérieure";"Non";;;;"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-05-16-GONB-SEN-055";"2018-05-16_GONB_02C_363776";;;"Palourdes";"Ne sait pas";;;"Oui";"Artisanal";;;"Palourdes";"Oui";3;"kg";"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage";
"2018-08-14-GONB-SEN-052";"2018-08-14_GONB_02C_363783";;;"Bouquet";"Oui";40;"Réponse inférieure";"Oui";"Artisanal";"Crible (tamis, grilles, seau grillagé,veinette)";;"Bouquet";"Ne sait pas";;;"Réponse correcte";"Bouquet";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-08-10-GONB-SEN-045";"2018-08-10_GONB_02F_363793";;;"Palourdes";"Ne sait pas";;;"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-08-10-GONB-SEN-048";"2018-08-10_GONB_02F_363823";;;"Palourdes";"Oui";40;"Réponse correcte";"Oui";"Artisanal";"Piges, toiseurs, gabarits";"Non renseigné";"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Annuaire des marées | Médias (journaux, radios, tv)";
"2018-07-16-GONB-SEN-047";"2018-07-16_GONB_02F_363831";;;"Coques";"Oui";15;"Réponse inférieure";"Non";;;;"Coques";"Ne sait pas";;;"Réponse correcte";"Coques";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-07-16-GONB-SEN-048";"2018-07-16_GONB_02F_363840";;;"Spisule, Mactre solide";"Oui";30;"Réponse supérieure";"Non";;;;"Spisule, Mactre solide";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Spisule, Mactre solide";"Ne sait pas";;"Ne sait pas";;"Campagne de sensibilisation";
"2018-07-16-GONB-SEN-049";"2018-07-16_GONB_02F_363851";"Oui";;"Palourdes";"Oui";30;"Réponse inférieure";"Non";;;;"Palourdes";"Pas de quota";;;"Réponse incorrecte ou NSP";"Palourdes";"Pas de période";;"Réponse correcte";;"Professionnels du tourisme";
"2018-07-16-GONB-SEN-050";"2018-07-16_GONB_02F_363863";;;"Couteaux";"Oui";;;"Non";;;;"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Culture locale / habitude";
"2018-07-16-GONB-SEN-051";"2018-07-16_GONB_02F_363870";;;"Praire";"Oui";;;"Non";;;;"Palourdes";"Oui";150;;"Réponse correcte";"Praire";"Oui";;"Réponse incorrecte";;"Internet / Applications mobiles";
"2018-07-16-GONB-SEN-052";"2018-07-16_GONB_02F_363881";;;"Couteaux";"Ne sait pas";;;"Non";;;;"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-07-16-GONB-SEN-053";"2018-07-16_GONB_02F_363896";;;"Palourdes";"Ne sait pas";;;"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";"Non renseigné";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-07-16-GONB-SEN-054";"2018-07-16_GONB_02F_363904";;;"Palourdes";"Oui";;;"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-07-13-GONB-SEN-050";"2018-07-13_GONB_02F_363913";;;"Tourteau";"Oui";;;"Non";;;;"Tourteau";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Tourteau";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-07-13-GONB-SEN-051";"2018-07-13_GONB_02F_363919";;;"Etrille";"Oui";;;"Non";;;;"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Oui";;"Réponse incorrecte";;"Annuaire des marées";
"2018-07-13-GONB-SEN-052";"2018-07-13_GONB_02F_363928";;;"Couteaux";"Ne sait pas";;;"Non";;;;"Couteaux";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-07-13-GONB-SEN-053";"2018-07-13_GONB_02F_363938";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";;;"Ne sait pas";;"Aucune";
"2018-07-13-GONB-SEN-054";"2018-07-13_GONB_02F_363947";;;"Palourdes";"Oui";;;"Oui";"Artisanal";"Artisanal";"Non renseigné";"Palourdes";"Oui";;;"Réponse correcte";"Palourdes";"Pas de période";;"Réponse correcte";;"Annuaire des marées | Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-07-13-GONB-SEN-055";"2018-07-13_GONB_02F_363958";;;"Palourdes";"Oui";;;"Oui";"Autre type de réglette";"Mesure graduée (pied à coulisse ou réglet)";;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Pas de période";;"Réponse correcte";;"Ne sait plus";
"2018-07-13-GONB-SEN-056";"2018-07-13_GONB_02F_363965";;;"Etrille";"Oui";45;"Réponse inférieure";"Non";;;;"Palourdes";"Oui";150;"Nb";"Réponse correcte";"Palourdes";"Oui";;"Réponse incorrecte";;"Internet / Applications mobiles";
"2018-07-13-GONB-SEN-057";"2018-07-13_GONB_02F_363976";;;"Praire";"Oui";30;"Réponse inférieure";"Non";;;;"Praire";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-07-13-GONB-SEN-058";"2018-07-13_GONB_02F_363983";;;"Palourdes";"Oui";40;;"Oui";"Artisanal";"Marque engin de pêche";;"Palourdes";"Oui";300;;"Réponse supérieure";"Palourdes";"Oui";;"Réponse correcte";;"Internet / Applications mobiles";
"2018-07-13-GONB-SEN-059";"2018-07-13_GONB_02F_363990";;;"Praire";"Oui";43;"Réponse correcte";"Oui";;"Reglette LIFE";"Oui";"Praire";"Oui";3;"kg";"Réponse ancienne valeur";"Praire";"Oui";"Tte l'année par zones";"Réponse incorrecte";;"Annuaire des marées";
"2018-07-13-GONB-SEN-060";"2018-07-13_GONB_02F_363998";;;"Vers";"Oui";;;"Non";;;;"Vers";"Oui";;;"Réponse incorrecte ou NSP";"Vers";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-07-13-GONB-SEN-061";"2018-07-13_GONB_02F_364005";"Non renseigné";;"Palourdes";"Oui";35;"Réponse inférieure";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse ancienne valeur";"Palourdes";"Pas de période";;"Réponse correcte";;"Médias (journaux, radios, tv)";
"2018-07-13-GONB-SEN-062";"2018-07-13_GONB_02F_364013";;;"Palourdes";"Oui";45;"Réponse supérieure";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Annuaire des marées";
"2018-07-13-GONB-SEN-063";"2018-07-13_GONB_02F_364020";;;"Palourdes";"Ne sait pas";;;"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse ancienne valeur";"Palourdes";"Pas de période";;"Réponse correcte";;"Ne sait plus";
"2018-06-15-GONB-SEN-032";"2018-06-15_GONB_02F_364031";;;"Homard";"Oui";87;;;;;;"Homard";"Ne sait pas";;;"Réponse correcte";"Homard";"Oui";;"Ne sait pas";;"Aucune";
"2018-06-15-GONB-SEN-034";"2018-06-15_GONB_02F_364041";;;"Palourdes";"Ne sait pas";;;"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-06-15-GONB-SEN-035";"2018-06-15_GONB_02F_364048";;;"Palourdes";"Oui";;;"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-06-15-GONB-SEN-037";"2018-06-15_GONB_02F_364074";;;"Palourdes";"Oui";40;;"Oui";"Artisanal";"Crible (tamis, grilles, seau grillagé,veinette)";"Non renseigné";"Palourdes";"Oui";3;"kg";"Réponse ancienne valeur";"Palourdes";"Pas de période";;"Réponse correcte";"Oui";"Panneau d'information/affichage";
"2018-05-16-GONB-SEN-056";"2018-05-16_GONB_02F_364091";;;"Homard";"Oui";87;"Réponse correcte";"Oui";;"Commerce";"Non renseigné";"Homard";"Oui";;;"Réponse correcte";"Homard";"Oui";;"Réponse incorrecte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-05-16-GONB-SEN-058";"2018-05-16_GONB_02F_364100";;;"Palourdes";"Oui";;;;;;;"Palourdes";"Oui";;;"Réponse correcte";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-05-16-GONB-SEN-060";"2018-05-16_GONB_02F_364111";;;"Etrille";"Oui";65;"Réponse correcte";"Oui";"Autre type de réglette";"Pied à coulisse FNPPSF";"Oui";"Etrille";"Pas de quota";;;"Réponse correcte";"Etrille";"Pas de période";;"Réponse correcte";;"Panneau d'information/affichage";
"2018-05-16-GONB-SEN-061";"2018-05-16_GONB_02F_364120";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage";
"2018-04-25-GONB-SEN-002";"2018-04-25_GONB_02F_364129";;;"Palourdes";"Oui";40;"Réponse correcte";"Non";;;;"Palourdes";"Pas de quota";;;"Réponse incorrecte ou NSP";"Palourdes";"Ne sait pas";;"Ne sait pas";;"Internet / Applications mobiles";
"2018-08-13-GONB-SEN-070";"2018-08-13_GONB_02G_364137";;;"Moules";"Oui";35;"Réponse inférieure";"Non";;;;"Moules";"Oui";;;"Réponse correcte";"Moules";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-08-13-GONB-SEN-072";"2018-08-13_GONB_02G_364147";;;"Praire";"Oui";42;"Réponse inférieure";"Oui mais pas aujourd'hui";;"Reglette LIFE";"Non renseigné";"Praire";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";;"Campagne de sensibilisation | Internet / Applications mobiles";
"2018-08-13-GONB-SEN-073";"2018-08-13_GONB_02G_364154";;;"Crevettes";"Oui";50;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Non renseigné";"Crevettes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Crevettes";"Ne sait pas";;"Ne sait pas";;"Campagne de sensibilisation";
"2018-08-13-GONB-SEN-074";"2018-08-13_GONB_02G_364162";;;"Ormeaux";"Oui";90;"Réponse correcte";;;;;"Ormeaux";"Pas de quota";;;"Réponse incorrecte ou NSP";"Ormeaux";"Pas de période";;"Réponse incorrecte";;"Culture locale / habitude | Médias (journaux, radios, tv)";
"2018-08-13-GONB-SEN-075";"2018-08-13_GONB_02G_364172";;;"Etrille";"Oui";60;"Réponse inférieure";"Non";;;;"Etrille";"Oui";;;"Réponse correcte";"Etrille";"Ne sait pas";;"Ne sait pas";;"Médias (journaux, radios, tv) | Internet / Applications mobiles";
"2018-08-24-GONB-SEN-001";"2018-08-24_GONB_02C_364256";;;"Etrille";"Oui";65;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";"Oui";"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Ne sait pas";;"Ne sait pas";;"Panneau d'information/affichage | Annuaire des marées";
"2018-08-13-GONB-SEN-076";"2018-08-13_GONB_02G_364270";"Oui";;"Etrille";"Oui";60;"Réponse inférieure";"Oui";"Autre type de réglette";"Mesure graduée (pied à coulisse ou réglet)";;"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Ne sait pas";;"Ne sait pas";;"Médias (journaux, radios, tv) | Internet / Applications mobiles";
"2018-08-13-GONB-SEN-077";"2018-08-13_GONB_02G_364300";"Oui";;"Praire";"Oui";43;"Réponse correcte";"Oui mais pas aujourd'hui";;;;"Praire";"Oui";3;"kg";"Réponse ancienne valeur";"Praire";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-08-13-GONB-SEN-084";"2018-08-13_GONB_02G_364314";;;"Crevettes";"Ne sait pas";;;"Non";;;;"Crevettes";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Crevettes";;;"Ne sait pas";;"Aucune";
"2018-08-13-GONB-SEN-084";"2018-08-13_GONB_02G_364336";;;"Etrille";"Oui";65;"Réponse correcte";"Oui";"Campagne de sensibilisation";"Reglette LIFE";"Oui";"Etrille";"Pas de quota";;;"Réponse correcte";"Etrille";"Pas de période";;"Réponse correcte";;"Culture locale / habitude | Médias (journaux, radios, tv)";
"2018-08-13-GONB-SEN-084";"2018-08-13_GONB_02G_364352";;;"Etrille";"Oui";30;"Réponse inférieure";"Non";;;;"Etrille";"Oui";40;"Nb";"Réponse incorrecte ou NSP";"Etrille";"Pas de période";;"Réponse correcte";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-08-13-GONB-SEN-084";"2018-08-13_GONB_02G_364364";;;"Etrille";"Oui";80;"Réponse supérieure";"Non";;;;"Etrille";"Ne sait pas";;;"Réponse correcte";"Etrille";"Ne sait pas";;"Ne sait pas";;"Culture locale / habitude";
"2018-08-13-GONB-SEN-082";"2018-08-13_GONB_02G_364376";;;"Etrille";"Ne sait pas";;;"Non renseigné";;;;"Etrille";"Ne sait pas";;;"Réponse correcte";"Etrille";"Ne sait pas";;"Ne sait pas";;"Médias (journaux, radios, tv)";
"2018-08-13-GONB-SEN-083";"2018-08-13_GONB_02G_364387";;;"Etrille";"Oui";;;"Oui";;"Marque engin de pêche";;"Etrille";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Etrille";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-08-13-GONB-SEN-084";"2018-08-13_GONB_02G_364396";;;"Etrille";"Oui";65;"Réponse correcte";"Oui";;;"Non renseigné";"Etrille";"Pas de quota";;;"Réponse correcte";"Etrille";"Ne sait pas";;"Ne sait pas";;"Aucune";
"2018-06-13-GONB-SEN-053";"2018-06-13_GONB_12B_364444";;;"Vers";"espèce sans maille";;"Réponse correcte";"Non";;;;"Vers";"Pas de quota";;;"Réponse correcte";"Vers";"Pas de période";;"Réponse correcte";;"Internet / Applications mobiles";
"2018-06-13-GONB-SEN-054";"2018-06-13_GONB_12A_364470";;;"Praire";"Ne sait pas";;;"Oui";;;;"Praire";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Praire";"Ne sait pas";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-06-13-GONB-SEN-056";"2018-06-13_GONB_12A_364490";;;"Praire";"Oui";43;"Réponse correcte";"Non";;;;"Praire";"Oui";3;"kg";"Réponse ancienne valeur";"Praire";"Pas de période";;"Réponse correcte";;"Annuaire des marées";
"2018-06-13-GONB-SEN-057";"2018-06-13_GONB_12A_364514";;;"Praire";"Ne sait pas";;;"Oui mais pas aujourd'hui";;;;"Praire";"Oui";3;"kg";"Réponse ancienne valeur";"Praire";"Oui";;"Réponse incorrecte";"Non renseigné";"Annuaire des marées";
"2018-06-13-GONB-SEN-058";"2018-06-13_GONB_12A_364521";;;"Palourdes";"Oui";;;;;;;"Palourdes";"Oui";4;"kg";"Réponse supérieure";"Palourdes";"Oui";;"Ne sait pas";;"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-06-13-GONB-SEN-059";"2018-06-13_GONB_12A_364528";;;"Couteaux";"Oui";70;"Réponse inférieure";"Oui mais pas aujourd'hui";;"Commerce";"Oui";"Couteaux";"Ne sait pas";;;"Réponse correcte";"Couteaux";"Ne sait pas";;"Ne sait pas";;"Annuaire des marées";
"2018-08-21-GONB-SEN-003";"2018-08-21_GONB_12A_364535";;;"Vers";"espèce sans maille";;"Réponse correcte";"Oui";;"Commerce";"Oui";"Vers";"Ne sait pas";;;"Réponse correcte";"Vers";"Pas de période";;"Réponse correcte";;"Internet / Applications mobiles";
"2018-06-13-GONB-SEN-059";"2018-06-13_GONB_12C_364544";;;"Palourdes";"Oui";3;"Réponse inférieure";"Non";;;;"Palourdes";"Oui";3;"kg";"Réponse ancienne valeur";"Palourdes";"Oui";"Juillet - aout";"Réponse incorrecte";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";
"2018-08-27-GONB-SEN-002";"2018-08-27_GONB_02C_365635";;;"Homard";"Oui";87;"Réponse correcte";"Oui";"Artisanal";"Marque engin de pêche";;"Homard";"Ne sait pas";;;"Réponse incorrecte ou NSP";"Homard";"Ne sait pas";;"Ne sait pas";"Non renseigné";"Panneau d'information/affichage | Internet / Applications mobiles";
