"Libellé Sortie";"Code Enquète";"Commune résidence";"Département";"Pays";"De passage";"Commune séjour";"Durée séjour";"Hebergement";"Premier Séjour";"Fréquence Visites";"Influence Destination";"Influence Date";"Sexe - Pécheur";"Annee Naissance - Pécheur";"CSP - Pécheur";"Sexe - Autre membre";"Annee Naissance - Autre membre";"CSP - Autre membre";"Tri récolte";"Accueil";"Sensibilisation";"Remarques pécheur";"Précisions remarques"
"2018-07-13-GONB-SEN-043";"2018-07-13_GONB_01B_363280";"MATIGNON";;;"en séjour sur une commune";;;;;;;;"F";1955;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-07-13-GONB-SEN-044";"2018-07-13_GONB_01B_363288";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1952;"7-76-78_Anciens ouvriers";;;;;;;"";
"2018-07-13-GONB-SEN-045";"2018-07-13_GONB_01B_363296";"PLANCOET";;;"en séjour sur une commune";;;;;;;;"F";1969;"4_Professions Intermédiaires";;;;"Tri complet";"Bon";"Oui";"";
"2018-07-13-GONB-SEN-046";"2018-07-13_GONB_01B_363310";"MATIGNON";;;"en séjour sur une commune";;;;;;;;"M";1971;"7-73-74_Anciens cadres";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-07-13-GONB-SEN-047";"2018-07-13_GONB_01B_363333";"SURESNES";;;"en séjour sur une commune";"ST CAST LE GUILDO";62;;;;;;"F";1971;"3_Cadres et professions intellectuelles supérieures";;;;"Tri complet";"Bon";"Oui";"";
"2018-07-13-GONB-SEN-048";"2018-07-13_GONB_01B_363352";"LE VESINET";;;"en séjour sur une commune";"ST CAST LE GUILDO";62;;;;;;"F";1971;"3_Cadres et professions intellectuelles supérieures";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-07-13-GONB-SEN-049";"2018-07-13_GONB_01B_363370";"ROUEN";;;"en séjour sur une commune";"ST CAST LE GUILDO";15;;;;;;"F";1957;"2-22_Commerçants et assimilés";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-06-14-GONB-SEN-036";"2018-06-14_GONB_01B_363387";"CHARTRES";;;"en séjour sur une commune";"LAMBALLE";150;;;;;;"F";1951;"7-73-74_Anciens cadres";;;;"Tri complet";"Bon";"Oui";"";
"2018-06-14-GONB-SEN-037";"2018-06-14_GONB_01B_363399";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1973;"5_Employés";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-06-14-GONB-SEN-038";"2018-06-14_GONB_01B_363411";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1972;"3_Cadres et professions intellectuelles supérieures";;;;"Tri complet";"Bon";"Oui";"";
"2018-05-25_GONB_01B_363427";"2018-05-25-GONB-SEN-002";"ST GEORGES DU BOIS";;;"en séjour sur une commune";"ST CAST LE GUILDO";10;;;;;;"M";1944;"7_Retraités";"F";1968;"6_Ouvriers";"Tri complet";"Bon";"Oui";"";
"2018-05-25-GONB-SEN-003";"2018-05-25_GONB_01B_363442";"TOURS";;;"en séjour sur une commune";"ST CAST LE GUILDO";7;;;;;;"F";1950;"7-76-77_Anciens employés";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-05-25-GONB-SEN-004";"2018-05-25_GONB_01B_363450";"ST SULPICE DES LANDES";;;"en séjour sur une commune";"ST CAST LE GUILDO";2;;;;;;"M";1943;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-05-25-GONB-SEN-005";"2018-05-25_GONB_01B_363492";"CHARTRES DE BRETAGNE";;;"en séjour sur une commune";"ST CAST LE GUILDO";180;;;;;;"M";1960;"0_Non Renseigné";;;;;;;"";
"2018-04-18-GONB-SEN-015";"2018-04-18_GONB_01B_363500";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1951;"7-73-75_Anciennes professions intermédiaires";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-04-18-GONB-SEN-016";"2018-04-18_GONB_01B_363507";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"F";1944;"7-73-75_Anciennes professions intermédiaires";;;;"Récolte non vérifiée";"Mauvais";"Non";"";
"2018-04-18-GONB-SEN-017";"2018-04-18_GONB_01B_363514";"PUTEAUX";;;"en séjour sur une commune";"ST CAST LE GUILDO";21;;;;;;"F";1953;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-05-16-GONB-SEN-051";"2018-05-16_GONB_01B_363521";"ST LUNAIRE";;;"pour la journée";;;;;;;;"M";1949;"7-72-72_Anciens artisans, commerçants. chefs d'entreprise";;;;"Tri complet";"Bon";"Oui";"";
"2018-05-16-GONB-SEN-052";"2018-05-16_GONB_01B_363546";"ST CAST LE GUILDO";;;"en séjour sur une commune";;;;;;;;"M";1952;"7-73-74_Anciens cadres";;;;"Tri partiel";"Bon";"Oui";"";
"2018-05-16-GONB-SEN-053";"2018-05-16_GONB_01B_363554";"JUGON LES LACS COMMUNE NOUVELLE";;;"pour la journée";;;;;;;;"F";1980;"6_Ouvriers";;;;"Tri complet";"Bon";"Oui";"";
"2018-05-16_GONB_01B_363562";"2018-05-16-GONB-SEN-054";"ANTRAIGUES SUR VOLANE";;;"en séjour sur une commune";"ST CAST LE GUILDO";31;;;;;;"F";1989;"0_Non Renseigné";"M";1976;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";
"2018-05-16_GONB_01B_363562";"2018-05-16-GONB-SEN-054";"ANTRAIGUES SUR VOLANE";;;"en séjour sur une commune";"ST CAST LE GUILDO";31;;;;;;"F";1989;"0_Non Renseigné";"F";2014;;"Tri complet";"Bon";"Oui";"";
"2018-08-21-GONB-SEN-001";"2018-08-21_GONB_02B_363572";"METZ";;;"en séjour sur une commune";"ST LUNAIRE";7;;;;;;"M";1961;"6_Ouvriers";;;;"Tri complet";"Bon";"Oui";"";
"2018-08-13_GONB_02B_363579";"2018-08-13-GONB-SEN-067";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1947;"7_Retraités";"F";1956;"7_Retraités";"Tri complet";"Bon";"Oui";"";
"2018-08-13_GONB_02B_363579";"2018-08-13-GONB-SEN-067";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1947;"7_Retraités";"F";1980;"3_Cadres et professions intellectuelles supérieures";"Tri complet";"Bon";"Oui";"";
"2018-08-13_GONB_02B_363579";"2018-08-13-GONB-SEN-067";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1947;"7_Retraités";"F";1978;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";
"2018-08-13_GONB_02B_363589";"2018-08-13-GONB-SEN-068";"RENNES";;;"en séjour sur une commune";"ST LUNAIRE";21;;;;;;"M";1987;"8-82-84_Elèves, étudiants";"F";1990;"3_Cadres et professions intellectuelles supérieures";"Tri complet";"Bon";"Oui";"";
"2018-08-13-GONB-SEN-069";"2018-08-13_GONB_02B_363599";"PARIS 01";;;"en séjour sur une commune";"ST LUNAIRE";15;;;;;;"F";1989;"3_Cadres et professions intellectuelles supérieures";;;;"Tri complet";"Bon";"Oui";"";
"2018-08-13_GONB_02B_363607";"2018-08-13-GONB-SEN-070";"LILLE";;;"en séjour sur une commune";"ST LUNAIRE";21;;;;;;"M";1966;"4_Professions Intermédiaires";"M";1998;"8-82-84_Elèves, étudiants";"Tri complet";"Bon";"Oui";"";
"2018-08-13_GONB_02B_363607";"2018-08-13-GONB-SEN-070";"LILLE";;;"en séjour sur une commune";"ST LUNAIRE";21;;;;;;"M";1966;"4_Professions Intermédiaires";"M";1972;"4_Professions Intermédiaires";"Tri complet";"Bon";"Oui";"";
"2018-06-14-GONB-SEN-038";"2018-06-14_GONB_02B_363668";"BEAUVAIS";;;"en séjour sur une commune";"ST LUNAIRE";7;;;;;;"M";1986;"2-22_Commerçants et assimilés";;;;"Récolte non vérifiée";"Moyen";"Oui";"";
"2018-06-14-GONB-SEN-040";"2018-06-14_GONB_02B_363675";"TOULON";;;"en séjour sur une commune";"ST LUNAIRE";90;;;;;;"M";1946;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-06-13-GONB-SEN-050";"2018-06-13_GONB_02B_363682";"LILLE";;;"en séjour sur une commune";"ST LUNAIRE";7;;;;;;"M";1989;"2_Artisans, commerçants et chefs d'entreprise";;;;"Panier vide";"Bon";"Oui";"";
"2018-06-13-GONB-SEN-051";"2018-06-13_GONB_02B_363689";"RENNES";;;"pour la journée";;;;;;;;"M";1971;"3_Cadres et professions intellectuelles supérieures";;;;"Tri complet";"Bon";"Oui";"";
"2018-04-18-GONB-SEN-018";"2018-04-18_GONB_02B_363697";"DAGNY";;;"en séjour sur une commune";"BINIC ETABLES SUR MER";1;;;;;;"M";1975;"3_Cadres et professions intellectuelles supérieures";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-04-18-GONB-SEN-019";"2018-04-18_GONB_02B_363704";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1977;"0_Non Renseigné";;;;"Récolte non vérifiée";"Moyen";"Oui";"";
"2018-04-27-GONB-SEN-002";"2018-04-27_GONB_02B_363712";"BREVAL";;;"en séjour sur une commune";"ST LUNAIRE";30;;;;;;"M";1957;"7-76-77_Anciens employés";;;;"Tri complet";"Bon";"Oui";"";
"2018-08-16-GONB-SEN-029";"2018-08-16_GONB_02B_363719";"RENNES";;;"en séjour sur une commune";"ST LUNAIRE";;;;;;;"F";1953;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-08-16-GONB-SEN-030";"2018-08-16_GONB_02B_363728";"ST LUNAIRE";;;"en séjour sur une commune";;;;;;;;"M";1953;"7_Retraités";;;;"Récolte non vérifiée";"Moyen";"Moyen";"";
"2018-07-02-GONB-SEN-004";"2018-07-02_GONB_02C_363736";"CHILLY MAZARIN";;;"en séjour sur une commune";"DINARD";31;;;;;;"M";1949;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-06-14-GONB-SEN-041";"2018-06-14_GONB_02C_363745";"ST MALO";;;"pour la journée";;;;;;;;"F";1937;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-06-13-GONB-SEN-052";"2018-06-13_GONB_02C_363753";"PARIS 13";;;"en séjour sur une commune";"DINARD";3;;;;;;"M";1943;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";
"2018-06-13-GONB-SEN-053";"2018-06-13_GONB_02C_363763";"SAUMUR";;;"en séjour sur une commune";"DINARD";7;;;;;;"M";1953;"7_Retraités";;;;"Panier vide";"Bon";"Oui";"";
"2018-08-16-GONB-SEN-031";"2018-08-16_GONB_02C_363769";"PLESLIN TRIGAVOU";;;"en séjour sur une commune";;;;;;;;"F";1982;"3_Cadres et professions intellectuelles supérieures";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-05-16-GONB-SEN-055";"2018-05-16_GONB_02C_363776";"CHANTEPIE";;;"pour la journée";;;;;;;;"M";1960;"2_Artisans, commerçants et chefs d'entreprise";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-08-14-GONB-SEN-052";"2018-08-14_GONB_02C_363783";"PLOUFRAGAN";;;"en séjour sur une commune";"DINARD";;;;;;;"F";1980;"3_Cadres et professions intellectuelles supérieures";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-08-10_GONB_02F_363793";"2018-08-10-GONB-SEN-045";"TOULOUSE";;;"en séjour sur une commune";"ST MALO";35;;;;;;"M";1961;"2-22_Commerçants et assimilés";"F";1965;"2-22_Commerçants et assimilés";"Récolte conforme";"Bon";"Oui";"";
"2018-08-10-GONB-SEN-048";"2018-08-10_GONB_02F_363823";"LA FERTE BERNARD";;;"en séjour sur une commune";"ST MALO";;;;;;;"M";1956;"3_Cadres et professions intellectuelles supérieures";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-07-16_GONB_02F_363831";"2018-07-16-GONB-SEN-047";"RENNES";;;"en séjour sur une commune";"ST MALO";15;;;;;;"M";1976;"2_Artisans, commerçants et chefs d'entreprise";"M";2009;"0_Non Renseigné";"Tri complet";"Bon";"Oui";"";
"2018-07-16_GONB_02F_363840";"2018-07-16-GONB-SEN-048";"BAILLY";;;"en séjour sur une commune";"ST MALO";15;;;;;;"F";1953;"7-73-74_Anciens cadres";"M";1952;"7_Retraités";"Tri complet";"Bon";"Oui";"";
"2018-07-16_GONB_02F_363840";"2018-07-16-GONB-SEN-048";"BAILLY";;;"en séjour sur une commune";"ST MALO";15;;;;;;"F";1953;"7-73-74_Anciens cadres";"F";1950;"7_Retraités";"Tri complet";"Bon";"Oui";"";
"2018-07-16_GONB_02F_363851";"2018-07-16-GONB-SEN-049";"FOUGERES";;;"en séjour sur une commune";"ST MALO";15;;;;;;"M";1967;"2-22_Commerçants et assimilés";"F";1941;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-07-16_GONB_02F_363851";"2018-07-16-GONB-SEN-049";"FOUGERES";;;"en séjour sur une commune";"ST MALO";15;;;;;;"M";1967;"2-22_Commerçants et assimilés";"M";1938;"7_Retraités";"Récolte conforme";"Bon";"Oui";"";
"2018-07-16_GONB_02F_363863";"2018-07-16-GONB-SEN-050";"LIVRY SUR SEINE";;;"en séjour sur une commune";"ST MALO";;;;;;;"F";1967;"3_Cadres et professions intellectuelles supérieures";"F";2001;"8-82-84_Elèves, étudiants";"Panier vide";"Bon";"Oui";"";
"2018-07-16_GONB_02F_363870";"2018-07-16-GONB-SEN-051";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1948;"7_Retraités";"M";1949;"7_Retraités";"Tri complet";"Bon";"Oui";"";
"2018-07-16_GONB_02F_363881";"2018-07-16-GONB-SEN-052";"CHANGE";;;"en séjour sur une commune";"ST MALO";62;;;;;;"M";2001;"8-82-84_Elèves, étudiants";"M";2004;"8-82-84_Elèves, étudiants";"Tri complet";"Bon";"Oui";"";
"2018-07-16-GONB-SEN-053";"2018-07-16_GONB_02F_363896";"CONFLANS STE HONORINE";;;"en séjour sur une commune";"ST MALO";;;;;;;"M";1952;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-07-16-GONB-SEN-054";"2018-07-16_GONB_02F_363904";"ROUEN";;;"en séjour sur une commune";"ST MALO";;;;;;;"F";1947;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-07-13-GONB-SEN-050";"2018-07-13_GONB_02F_363913";"LE MANS";;;"en séjour sur une commune";"ST MALO";5;;;;;;"M";1939;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";
"2018-07-13_GONB_02F_363919";"2018-07-13-GONB-SEN-051";"ANGERS";;;"en séjour sur une commune";"ST MALO";;;;;;;"M";1963;"3_Cadres et professions intellectuelles supérieures";"M";2002;"8-82-84_Elèves, étudiants";"Tri complet";"Bon";"Oui";"";
"2018-07-13-GONB-SEN-052";"2018-07-13_GONB_02F_363928";"HARAUCOURT";;;"en séjour sur une commune";"ST MALO";5;;;;;;"M";1963;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-13-GONB-SEN-053";"2018-07-13_GONB_02F_363938";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1948;"7_Retraités";;;;;;;"";
"2018-07-13_GONB_02F_363947";"2018-07-13-GONB-SEN-054";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1958;"7_Retraités";"M";;;;;;"";
"2018-07-13_GONB_02F_363947";"2018-07-13-GONB-SEN-054";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1958;"7_Retraités";"F";;;;;;"";
"2018-07-13-GONB-SEN-055";"2018-07-13_GONB_02F_363958";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1936;"7-73-75_Anciennes professions intermédiaires";;;;"Récolte conforme";"Moyen";"Oui";"";
"2018-07-13_GONB_02F_363965";"2018-07-13-GONB-SEN-056";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1964;"2-21_Artisans";"M";2011;"8-82-84_Elèves, étudiants";"Non Triée";"Bon";"Moyen";"";
"2018-07-13_GONB_02F_363965";"2018-07-13-GONB-SEN-056";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1964;"2-21_Artisans";"M";2014;"8-82-84_Elèves, étudiants";"Non Triée";"Bon";"Moyen";"";
"2018-07-13-GONB-SEN-057";"2018-07-13_GONB_02F_363976";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1949;"7_Retraités";;;;;;;"";
"2018-07-13-GONB-SEN-058";"2018-07-13_GONB_02F_363983";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1953;"7_Retraités";;;;;;;"";
"2018-07-13-GONB-SEN-059";"2018-07-13_GONB_02F_363990";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1955;"7_Retraités";;;;"Récolte conforme";"Bon";"Moyen";"";
"2018-07-13-GONB-SEN-060";"2018-07-13_GONB_02F_363998";"LE MANS";;;"en séjour sur une commune";"ST MALO";35;;;;;;"M";1945;"0_Non Renseigné";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-07-13-GONB-SEN-061";"2018-07-13_GONB_02F_364005";"RENNES";;;"en séjour sur une commune";"ST MALO";;;;;;;"M";1949;"7_Retraités";;;;"Récolte non vérifiée";"Bon";"Moyen";"";
"2018-07-13-GONB-SEN-062";"2018-07-13_GONB_02F_364013";"RENNES";;;"en séjour sur une commune";"ST MALO";45;;;;;;"F";1945;"7-73-75_Anciennes professions intermédiaires";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-07-13_GONB_02F_364020";"2018-07-13-GONB-SEN-063";"RENNES";;;"en séjour sur une commune";"ST MALO";61;;;;;;"F";1949;"7_Retraités";"M";1946;"7_Retraités";"Tri complet";"Bon";"Oui";"";
"2018-06-15_GONB_02F_364031";"2018-06-15-GONB-SEN-032";"LYON 01";;;"en séjour sur une commune";"ST MALO";9;;;;;;"M";1988;"5_Employés";"M";1976;"3_Cadres et professions intellectuelles supérieures";"Récolte conforme";"Bon";"Oui";"";
"2018-06-15-GONB-SEN-034";"2018-06-15_GONB_02F_364041";"MONTFORT SUR MEU";;;"pour la journée";;;;;;;;"M";1945;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";
"2018-06-15-GONB-SEN-035";"2018-06-15_GONB_02F_364048";"MONTFORT SUR MEU";;;"pour la journée";;;;;;;;"M";1953;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";
"2018-06-15-GONB-SEN-037";"2018-06-15_GONB_02F_364074";"MELESSE";;;"pour la journée";;;;;;;;"M";1952;"7_Retraités";;;;"Récolte non vérifiée";"Moyen";"Oui";"";
"2018-05-16-GONB-SEN-056";"2018-05-16_GONB_02F_364091";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1987;"7-73-74_Anciens cadres";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-05-16-GONB-SEN-058";"2018-05-16_GONB_02F_364100";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1974;"4_Professions Intermédiaires";;;;"Tri complet";"Bon";"Oui";"";
"2018-05-16_GONB_02F_364111";"2018-05-16-GONB-SEN-060";"ACIGNE";;;"pour la journée";;;;;;;;"M";1977;"4_Professions Intermédiaires";"M";1979;"4_Professions Intermédiaires";"Récolte conforme";"Mauvais";"Moyen";"";
"2018-05-16_GONB_02F_364111";"2018-05-16-GONB-SEN-060";"ACIGNE";;;"pour la journée";;;;;;;;"M";1977;"4_Professions Intermédiaires";"F";1985;"4_Professions Intermédiaires";"Récolte conforme";"Mauvais";"Moyen";"";
"2018-05-16_GONB_02F_364120";"2018-05-16-GONB-SEN-061";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1976;"2-23_Chefs d'entreprise de 10 salariés ou plus";"M";2013;"8-82-84_Elèves, étudiants";"Récolte conforme";"Bon";"Oui";"";
"2018-05-16_GONB_02F_364120";"2018-05-16-GONB-SEN-061";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1976;"2-23_Chefs d'entreprise de 10 salariés ou plus";"F";2011;"8-82-84_Elèves, étudiants";"Récolte conforme";"Bon";"Oui";"";
"2018-04-25_GONB_02F_364129";"2018-04-25-GONB-SEN-002";"BEAUVAIS";;;"en séjour sur une commune";"ST MALO";7;;;;;;"M";1973;"5_Employés";"F";2003;"8-82-84_Elèves, étudiants";"Récolte non vérifiée";"Moyen";"Moyen";"";
"2018-08-13_GONB_02G_364137";"2018-08-13-GONB-SEN-070";"VILLENEUVE EN PERSEIGNE";;;"en séjour sur une commune";"ST MALO";270;;;;;;"M";1964;"7_Retraités";"M";2007;"8-82-84_Elèves, étudiants";"Tri complet";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364147";"2018-08-13-GONB-SEN-072";"ST PIERRE DE PLESGUEN";;;"pour la journée";;;;;;;;"M";1962;"3_Cadres et professions intellectuelles supérieures";"F";1967;"5_Employés";"Panier vide";"Bon";"Oui";"";
"2018-08-13-GONB-SEN-073";"2018-08-13_GONB_02G_364154";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1953;"5_Employés";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364162";"2018-08-13-GONB-SEN-074";"LANGOUET";;;"pour la journée";;;;;;;;"M";1955;"3_Cadres et professions intellectuelles supérieures";"F";1956;"3_Cadres et professions intellectuelles supérieures";"Récolte conforme";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364162";"2018-08-13-GONB-SEN-074";"LANGOUET";;;"pour la journée";;;;;;;;"M";1955;"3_Cadres et professions intellectuelles supérieures";"F";1957;"3_Cadres et professions intellectuelles supérieures";"Récolte conforme";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364172";"2018-08-13-GONB-SEN-075";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1962;"2-23_Chefs d'entreprise de 10 salariés ou plus";"F";1961;"3_Cadres et professions intellectuelles supérieures";"Récolte conforme";"Bon";"Oui";"";
"2018-08-24-GONB-SEN-001";"2018-08-24_GONB_02C_364256";"DINARD";;;"en séjour sur une commune";;;;;;;;"M";1951;"7_Retraités";;;;"Tri complet";"Bon";"Oui";"";"Pas assez de panneaux, de sensibilisation et de contrôle, surtout en été"
"2018-08-13-GONB-SEN-076";"2018-08-13_GONB_02G_364270";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1954;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";
"2018-08-13-GONB-SEN-084";"2018-08-13_GONB_02G_364314";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1963;"8_Autres personnes sans activité professionnelle";;;;;;;"";
"2018-08-13-GONB-SEN-084";"2018-08-13_GONB_02G_364336";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1952;"2-23_Chefs d'entreprise de 10 salariés ou plus";;;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-08-13-GONB-SEN-084";"2018-08-13_GONB_02G_364352";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1967;"5_Employés";;;;"Tri complet";"Moyen";"Oui";"";
"2018-08-13_GONB_02G_364364";"2018-08-13-GONB-SEN-084";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1990;"5_Employés";"F";2011;"8-82-84_Elèves, étudiants";"Panier vide";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364364";"2018-08-13-GONB-SEN-084";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1990;"5_Employés";"F";2014;"8-82-84_Elèves, étudiants";"Panier vide";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364376";"2018-08-13-GONB-SEN-082";"ST MALO";;;"en séjour sur une commune";;;;;;;;"F";1971;"5_Employés";"F";2007;"8-82-84_Elèves, étudiants";"Non Triée";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364387";"2018-08-13-GONB-SEN-083";"CAEN";;;"en séjour sur une commune";"ST MALO";31;;;;;;"M";1958;"3_Cadres et professions intellectuelles supérieures";"F";2001;"8-82-84_Elèves, étudiants";"Récolte non vérifiée";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364387";"2018-08-13-GONB-SEN-083";"CAEN";;;"en séjour sur une commune";"ST MALO";31;;;;;;"M";1958;"3_Cadres et professions intellectuelles supérieures";"M";2004;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364396";"2018-08-13-GONB-SEN-084";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1992;"4_Professions Intermédiaires";"M";1965;"2-21_Artisans";"Tri complet";"Bon";"Oui";"";
"2018-08-13_GONB_02G_364396";"2018-08-13-GONB-SEN-084";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1992;"4_Professions Intermédiaires";"F";1963;"2-21_Artisans";"Tri complet";"Bon";"Oui";"";
"2018-06-13-GONB-SEN-053";"2018-06-13_GONB_12B_364444";"LE MINIHIC SUR RANCE";;;"en séjour sur une commune";;;;;;;;"M";1986;"6_Ouvriers";;;;"Récolte non vérifiée";"Bon";"Non";"";
"2018-06-13-GONB-SEN-054";"2018-06-13_GONB_12A_364470";"CAULNES";;;"en séjour sur une commune";;;;;;;;"M";1948;"3_Cadres et professions intellectuelles supérieures";;;;;;;"";
"2018-06-13-GONB-SEN-056";"2018-06-13_GONB_12A_364490";"ST MALO";;;"en séjour sur une commune";;;;;;;;"M";1946;"7_Retraités";;;;;;;"";
"2018-06-13-GONB-SEN-057";"2018-06-13_GONB_12A_364514";"ST JOUAN DES GUERETS";;;"en séjour sur une commune";;;;;;;;"M";1947;"7_Retraités";;;;"Tri partiel";"Bon";"Oui";"";
"2018-06-13-GONB-SEN-058";"2018-06-13_GONB_12A_364521";"COMBOURG";;;"en séjour sur une commune";;;;;;;;"F";1955;"7_Retraités";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-06-13-GONB-SEN-059";"2018-06-13_GONB_12A_364528";"MINIAC MORVAN";;;"en séjour sur une commune";;;;;;;;"M";1950;"3_Cadres et professions intellectuelles supérieures";;;;"Récolte non vérifiée";"Moyen";"Moyen";"";
"2018-08-21_GONB_12A_364535";"2018-08-21-GONB-SEN-003";"VITRE";;;"en séjour sur une commune";;;;;;;;"M";1964;"6_Ouvriers";"M";;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-08-21_GONB_12A_364535";"2018-08-21-GONB-SEN-003";"VITRE";;;"en séjour sur une commune";;;;;;;;"M";1964;"6_Ouvriers";"M";;;"Récolte non vérifiée";"Bon";"Oui";"";
"2018-06-13-GONB-SEN-059";"2018-06-13_GONB_12C_364544";"COMBOURG";;;"en séjour sur une commune";;;;;;;;"M";1945;"7-76-78_Anciens ouvriers";;;;"Récolte conforme";"Bon";"Oui";"";
"2018-08-27-GONB-SEN-002";"2018-08-27_GONB_02C_365635";"DINARD";;;"en séjour sur une commune";;;;;;;;"F";1954;"3_Cadres et professions intellectuelles supérieures";;;;"Tri complet";"Bon";"Oui";"";
"2018-08-27_GONB_02C_365649";"2018-08-27-GONB-SEN-003";"ROUEN";;;"en séjour sur une commune";"ST MALO";31;;;;;;"M";1975;"6_Ouvriers";"F";1978;"3_Cadres et professions intellectuelles supérieures";"Récolte conforme";"Bon";"Oui";"";
"2018-08-27-GONB-SEN-004";"2018-08-27_GONB_02C_365661";"COMBOURG";;;"en séjour sur une commune";;;;;;;;"M";1961;"7_Retraités";;;;"Panier vide";"Bon";"Oui";"";
"2018-08-29_GONB_02C_366185";"2018-08-29-GONB-SEN-001";"PARIS 01";;;"en séjour sur une commune";"ST MALO";180;;;;;;"M";1952;"7_Retraités";"F";1956;"7_Retraités";"Tri complet";"Bon";"Oui";"";
