"Libellé Sortie";"Code Enquète";"Milieu(x)";"Espéces";"Outils ou techniques";"Conformité outil(s)";"Estimation Reglement";"Connaissance Reglement";"Premiere Peche";"Annee Premiere Peche";"Peche Chaque Annee";"Frequence Declaree Peche";"Mois de peche";"Nb Peches Annuelles";"Péche du jour";"Frequence Indiquee";"Espéces prélevées";"Prélèvement annuel poids";"Prélèvement annuel nombre";"Choix des marées";"Coefficient Maree Mini";"Coefficient Maree NSP";"Autre Sites fréquentés";"Départements";"Nom sites";"Motivation(s)";"Autres types de peche"
"2019-09-01-ARMO-SEN-039";"2019-09-01_ARMO_059_421394";"";"Spisule, Mactre solide | Mactre glauque | Amande de mer";"Truelle";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-01-ARMO-SEN-040";"2019-09-01_ARMO_059_421400";"";"Moules | Coquille Saint-Jacques";"Rateau  ";"Non conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-01-ARMO-SEN-041";"2019-09-01_ARMO_059_421406";"";"Lançons";"Buttoir à lançons";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-01-ARMO-SEN-042";"2019-09-01_ARMO_059_421412";"";"Bucarde de Norvège";"Rateau  ";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-01-ARMO-SEN-043";"2019-09-01_ARMO_059_421418";"";"Mactre glauque";"Fourche | Bêche";"Non conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-01-ARMO-SEN-044";"2019-09-01_ARMO_059_421424";"";"Spisule, Mactre solide | Amande de mer | Moules | Coquille Saint-Jacques | Pétoncle noir";"Pas d'engin";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-01-ARMO-SEN-045";"2019-09-01_ARMO_059_421430";"";"Bucarde rouge";"Rateau grillagé";"Non conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-01-ARMO-SEN-046";"2019-09-01_ARMO_059_421436";"";"Couteaux | Lançons";"Rateau  ";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-01-ARMO-SEN-047";"2019-09-01_ARMO_059_421442";"";"Mactre glauque | Bucarde rouge";"Rateau  ";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-01-ARMO-SEN-048";"2019-09-01_ARMO_059_421448";"";"Couteaux | Amande de mer | Huître creuse";"Griffe (générique) | Epuisette (générique) | Au sel";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-112";"2019-09-02_ARMO_105_421454";"";"Couteaux";"Rateau   | Au sel";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-114";"2019-09-02_ARMO_105_421460";"";"Couteaux";"Au sel";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-115";"2019-09-02_ARMO_105_421466";"";"Couteaux";"Rateau   | Griffe (générique) | Au sel";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-116";"2019-09-02_ARMO_105_421472";"";"Couteaux | Crabes";"Rateau (générique) | Epuisette (générique) | Gaffe | Au sel";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-117";"2019-09-02_ARMO_103_421478";"";"Bigorneau";"Pas d'engin";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-118";"2019-09-02_ARMO_103_421484";"";"Bigorneau";"Pas d'engin";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-119";"2019-09-02_ARMO_103_421490";"";"Huître plate";"Marteau/burrin";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-120";"2019-09-02_ARMO_106_421496";"";"Homard | Etrille";"Crochet/croc | Gaffe";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-121";"2019-09-02_ARMO_106_421502";"";"Bouquet";"Epuisette (générique)";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-122";"2019-09-02_ARMO_106_421508";"";"Palourdes | Coques | Bigorneau";"Couteau à palourdes";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-123";"2019-09-02_ARMO_106_421514";"";"Palourdes | Coques | Bouquet";"Epuisette (générique)";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-124";"2019-09-02_ARMO_103_421522";"";"Coques";"Couteau à palourdes";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-125";"2019-09-02_ARMO_104_421528";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-126";"2019-09-02_ARMO_104_421534";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-127";"2019-09-02_ARMO_104_421540";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-128";"2019-09-02_ARMO_104_421546";"";"Coques";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-129";"2019-09-02_ARMO_105_421552";"";"Palourdes | Coques";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-130";"2019-09-02_ARMO_103_421558";"";"Palourdes | Coques";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-131";"2019-09-02_ARMO_103_421564";"";"Palourdes | Coques";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-132";"2019-09-02_ARMO_103_421570";"";"Palourdes | Coques";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-133";"2019-09-02_ARMO_105_421576";"";"Huître creuse";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-134";"2019-09-02_ARMO_105_421582";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-02-ARMO-SEN-135";"2019-09-02_ARMO_105_421588";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-099";"2019-09-30_ARMO_105_421594";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-100";"2019-09-30_ARMO_105_421600";"";"Diverses espèces découverte";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-101";"2019-09-30_ARMO_105_421606";"";"Palourdes | Crabe vert d'Europe, crabe enragé | Etrille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-126";"2019-09-30_ARMO_105_421612";"";"Palourdes | Coques";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-103";"2019-09-30_ARMO_105_421618";"";"Palourdes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-105";"2019-09-30_ARMO_105_421629";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-106";"2019-09-30_ARMO_104_421635";"";"Bigorneau";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-107";"2019-09-30_ARMO_104_421641";"";"Huître creuse | Patelles | Bigorneau";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-108";"2019-09-30_ARMO_104_421647";"";"Palourdes | Coques";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-109";"2019-09-30_ARMO_104_421653";"";"Palourdes | Coques | Crabes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-110";"2019-09-30_ARMO_104_421659";"";"Huître creuse | Huître plate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-111";"2019-09-30_ARMO_104_421665";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-112";"2019-09-30_ARMO_104_421671";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-113";"2019-09-30_ARMO_104_421677";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-114";"2019-09-30_ARMO_104_421683";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-115";"2019-09-30_ARMO_104_421689";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-116";"2019-09-30_ARMO_104_421695";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-117";"2019-09-30_ARMO_104_421701";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-118";"2019-09-30_ARMO_104_421707";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-119";"2019-09-30_ARMO_106_421713";"";"Palourdes";"Rateau   | Truelle | Au sel";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-120";"2019-09-30_ARMO_106_421719";"";"Etrille | Motelle à cinq barbillons";"Crochet/croc";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-121";"2019-09-30_ARMO_106_421725";"";"Homard | Etrille";"Crochet/croc | Gaffe";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-122";"2019-09-30_ARMO_106_421731";"";"Ormeaux | Bouquet";"Epuisette (générique)";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-123";"2019-09-30_ARMO_106_421737";"";"Bouquet";"Epuisette (générique)";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-124";"2019-09-30_ARMO_106_421743";"";"Palourdes | Bigorneau";"Griffe (générique) | Couteau | Crochet/croc";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-125";"2019-09-30_ARMO_106_421751";"";"Ormeaux";"Crochet/croc";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-09-30-ARMO-SEN-126";"2019-09-30_ARMO_106_421757";"";"Ormeaux";"Couteau | Crochet/croc";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-10-29-ARMO-SEN-026";"2019-10-29_ARMO_106_421763";"";"Bouquet";"Epuisette (générique) | Crochet/croc";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-10-29-ARMO-SEN-027";"2019-10-29_ARMO_106_421769";"";"Ormeaux | Bouquet";"Epuisette (générique) | Crochet/croc";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-10-29-ARMO-SEN-028";"2019-10-29_ARMO_105_421775";"";"Palourdes | Huître creuse | Bigorneau";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-10-29-ARMO-SEN-029";"2019-10-29_ARMO_105_421781";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-10-29-ARMO-SEN-030";"2019-10-29_ARMO_105_421787";"";"Huître creuse | Bigorneau";"Marteau/burrin";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-10-29-ARMO-SEN-031";"2019-10-29_ARMO_105_421793";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-07-05-ARMO-SEN-059";"2019-07-05_ARMO_105_421799";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-07-05-ARMO-SEN-060";"2019-07-05_ARMO_105_421805";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-07-05-ARMO-SEN-061";"2019-07-05_ARMO_105_421811";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-07-05-ARMO-SEN-062";"2019-07-05_ARMO_105_421817";"";"Palourdes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-07-05-ARMO-SEN-063";"2019-07-05_ARMO_105_421823";"";"Palourdes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-07-05-ARMO-SEN-064";"2019-07-05_ARMO_104_421829";"";"Palourde croisée européenne";"Couteau à palourdes";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-07-05-ARMO-SEN-065";"2019-07-05_ARMO_104_421835";"";"Couteau gaine";"Au sel";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-07-05-ARMO-SEN-066";"2019-07-05_ARMO_105_421841";"";"Coques | Couteau gaine";"Baleine de parapluie";"Non conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-07-05-ARMO-SEN-067";"2019-07-05_ARMO_105_421847";"";"Couteau gaine";"Au sel";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-081";"2019-08-30_ARMO_104_421853";"";"Couteaux | Homard";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-082";"2019-08-30_ARMO_104_421859";"";"Vers annélides";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-083";"2019-08-30_ARMO_105_421865";"";"Palourdes | Bigorneau";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-084";"2019-08-30_ARMO_105_421871";"";"Palourdes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-085";"2019-08-30_ARMO_105_421877";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-086";"2019-08-30_ARMO_105_421883";"";"Palourdes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-087";"2019-08-30_ARMO_104_421889";"";"Couteaux";"Au sel";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-088";"2019-08-30_ARMO_104_421895";"";"Couteaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-089";"2019-08-30_ARMO_105_421903";"";"Palourdes";"Couteau à palourdes";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-090";"2019-08-30_ARMO_103_421909";"";"Palourdes | Coques | Bigorneau | Bouquet";"Griffe (générique) | Epuisette (générique)";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-091";"2019-08-30_ARMO_106_421915";"";"Diverses espèces découverte";"Crochet/croc";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-092";"2019-08-30_ARMO_106_421921";"";"Homard";"Crochet/croc";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-093";"2019-08-30_ARMO_106_421927";"";"Bouquet";"Epuisette (générique)";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-095";"2019-08-30_ARMO_106_421938";"";"Algues";"Pas d'engin";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-096";"2019-08-30_ARMO_106_421944";"";"Coques";"Pas d'engin";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-097";"2019-08-30_ARMO_106_421950";"";"Homard";"Crochet/croc";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-08-30-ARMO-SEN-098";"2019-08-30_ARMO_105_421956";"";"Palourdes";"Couteau à palourdes";"Conforme";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-052";"2019-03-23_ARMO_053_421994";"";"Couteaux";"Au sel";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-055";"2019-03-23_ARMO_053_422003";"";"Huître creuse";"Jouets de plage | Marteau/burrin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-055";"2019-03-23_ARMO_053_422013";"";"Coques | Coquille Saint-Jacques";"Rateau  ";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-056";"2019-03-23_ARMO_053_422021";"";"";"Griffe (générique) | Epuisette (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-057";"2019-03-23_ARMO_053_422030";"";"";"Epuisette (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-058";"2019-03-23_ARMO_053_422037";"";"Coquille Saint-Jacques";"Epuisette (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-059";"2019-03-23_ARMO_053_422043";"";"Coques";"Griffe (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-060";"2019-03-23_ARMO_053_422049";"";"";"Pas d'engin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-061";"2019-03-23_ARMO_053_422056";"";"Coques | Huître creuse";"Marteau/burrin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-062";"2019-03-23_ARMO_053_422063";"";"Coquille Saint-Jacques";"Epuisette (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-063";"2019-03-23_ARMO_053_422070";"";"Moules";"Griffe (générique) | Couteau | Epuisette (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-064";"2019-03-23_ARMO_053_422077";"";"Palourdes | Moules";"Griffe (générique) | Couteau";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-065";"2019-03-23_ARMO_053_422086";"";"Coquille Saint-Jacques";"Couteau | Epuisette (générique) | Piochon/piolet";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-066";"2019-03-23_ARMO_053_422092";"";"Bigorneau";"Griffe (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-067";"2019-03-23_ARMO_053_422102";"";"Moules | Huître creuse";"Rateau   | Couteau | Marteau/burrin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-068";"2019-03-23_ARMO_053_422113";"";"Palourdes";"Fourchette";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-069";"2019-03-23_ARMO_053_422122";"";"Moules";"Pas d'engin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-070";"2019-03-23_ARMO_053_422132";"";"Moules";"Couteau";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-071";"2019-03-23_ARMO_053_422144";"";"Moules | Huître creuse";"Marteau/burrin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-072";"2019-03-23_ARMO_053_422153";"";"Bigorneau";"Pas d'engin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-073";"2019-03-23_ARMO_053_422160";"";"Coquille Saint-Jacques";"Epuisette (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-074";"2019-03-23_ARMO_053_422166";"";"Coquille Saint-Jacques";"Pas d'engin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-075";"2019-03-23_ARMO_053_422173";"";"Palourdes";"Epuisette (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-076";"2019-03-23_ARMO_053_422179";"";"Bigorneau";"Epuisette (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-077";"2019-03-23_ARMO_053_422188";"";"Moules | Coquille Saint-Jacques";"Pas d'engin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-078";"2019-03-23_ARMO_053_422196";"";"Moules";"Griffe (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-079";"2019-03-23_ARMO_053_422206";"";"Coques";"Griffe (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-080";"2019-03-23_ARMO_053_422214";"";"Etrille";"Griffe (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-081";"2019-03-23_ARMO_053_422221";"";"Moules";"Pas d'engin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-082";"2019-03-23_ARMO_053_422231";"";"Coques";"Griffe (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-083";"2019-03-23_ARMO_053_422240";"";"Huître creuse";"Griffe (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-084";"2019-03-23_ARMO_053_422248";"";"Moules | Huître creuse";"Griffe (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-085";"2019-03-23_ARMO_053_422259";"";"Palourdes | Moules";"Griffe (générique) | Couteau";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-086";"2019-03-23_ARMO_053_422269";"";"Moules";"Pas d'engin";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-03-23-ARMO-SEN-087";"2019-03-23_ARMO_053_422280";"";"Palourdes | Praire";"Griffe (générique)";"Conforme";"Non Resnseigné";"Non Renseigné";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
